"Agency.Name","Murder","Rape","Robbery","Agg.Assault","Burglary","Larceny","MVT","Arson","Month","Year","State"
"HICKORY CREEK PD",0,0,0,1,0,5,1,0,5,2022,"Texas"
"ALPINE PD",0,0,0,1,1,1,0,0,5,2022,"Texas"
"SLATON PD",0,0,0,0,5,2,1,0,5,2022,"Texas"
"KERMIT PD",0,0,0,1,0,1,1,0,5,2022,"Texas"
"BROOKSHIRE PD",1,0,0,1,0,1,0,0,5,2022,"Texas"
"KLEBERG CO SO",0,0,0,3,0,0,0,0,5,2022,"Texas"
"ELSA PD",0,0,0,1,5,22,0,0,5,2022,"Texas"
"BOWIE PD",0,0,1,1,0,1,2,0,5,2022,"Texas"
"SCURRY CO SO",0,0,0,0,0,1,1,0,5,2022,"Texas"
"MARLIN PD",0,0,0,0,3,1,0,0,5,2022,"Texas"
"SINTON PD",0,2,0,1,1,9,3,0,5,2022,"Texas"
"HUTCHINS PD",0,1,0,3,1,20,12,0,5,2022,"Texas"
"WILMER PD",0,1,1,1,0,2,0,0,5,2022,"Texas"
"DELTA CO SO",0,0,1,1,3,2,2,1,5,2022,"Texas"
"RUSK PD",0,0,0,7,0,6,1,0,5,2022,"Texas"
"LULING PD",0,1,0,3,0,3,0,0,5,2022,"Texas"
"ALVARADO PD",0,2,0,3,0,6,1,0,5,2022,"Texas"
"ROCKDALE PD",0,0,1,1,6,6,2,0,5,2022,"Texas"
"ATLANTA PD",0,0,0,0,1,8,2,0,5,2022,"Texas"
"WILLOW PARK PD",0,0,0,1,0,4,2,0,5,2022,"Texas"
"CAMERON PD",0,0,0,0,1,4,0,0,5,2022,"Texas"
"SANSOM PARK PD",0,0,0,2,1,8,6,0,5,2022,"Texas"
"PRIMERA PD",0,0,0,0,0,0,0,0,5,2022,"Texas"
"BRECKENRIDGE PD",0,0,0,0,3,5,0,0,5,2022,"Texas"
"PORT ISABEL PD",0,2,0,4,1,3,0,0,5,2022,"Texas"
"ANDREWS CO SO",0,0,0,0,0,2,2,0,5,2022,"Texas"
"GIDDINGS PD",0,0,0,2,4,12,1,0,5,2022,"Texas"
"CENTER PD",0,0,0,3,3,8,0,0,5,2022,"Texas"
"NASSAU BAY PD",0,1,0,0,0,3,0,0,5,2022,"Texas"
"MULESHOE PD",0,0,0,0,2,3,0,0,5,2022,"Texas"
"TERRELL HILLS PD",0,0,0,0,1,7,1,0,5,2022,"Texas"
"MINEOLA PD",0,0,0,1,1,10,0,0,5,2022,"Texas"
"BRADY PD",0,0,0,0,0,1,0,0,5,2022,"Texas"
"GILMER PD",0,1,0,4,0,8,1,0,5,2022,"Texas"
"ARGYLE PD",0,0,0,0,0,0,0,0,5,2022,"Texas"
"PILOT POINT PD",0,0,0,0,0,1,0,0,5,2022,"Texas"
"JIM HOGG CO SO",0,0,0,0,0,3,1,0,5,2022,"Texas"
"MORGANS POINT RESORT PD",0,0,0,0,0,1,1,0,5,2022,"Texas"
"FALFURRIAS PD",0,1,0,1,0,0,0,0,5,2022,"Texas"
"RICHWOOD PD",0,1,0,0,0,0,0,0,5,2022,"Texas"
"JOSEPHINE PD",0,0,0,0,2,3,0,0,5,2022,"Texas"
"HALLSVILLE PD",0,0,0,0,7,2,0,0,5,2022,"Texas"
"JACK CO SO",0,0,0,0,1,0,0,0,5,2022,"Texas"
"HORSESHOE BAY PD",0,1,0,0,1,3,1,0,5,2022,"Texas"
"CRANDALL PD",0,1,0,0,3,12,5,0,5,2022,"Texas"
"MADISONVILLE PD",0,0,0,2,0,4,0,0,5,2022,"Texas"
"LA JOYA PD",0,1,0,2,0,1,0,0,5,2022,"Texas"
"GRAY CO SO",0,1,0,0,0,0,2,0,5,2022,"Texas"
"LAKE WORTH PD",0,0,1,0,2,15,4,0,5,2022,"Texas"
"MEADOWS PLACE PD",0,0,1,0,0,12,5,0,5,2022,"Texas"
"NEW BOSTON PD",0,0,1,4,2,8,0,0,5,2022,"Texas"
"MILLS CO SO",0,0,0,1,2,1,0,0,5,2022,"Texas"
"HEARNE PD",0,0,1,4,3,4,1,0,5,2022,"Texas"
"TULIA PD",0,0,0,1,5,3,1,1,5,2022,"Texas"
"DEVINE PD",0,0,0,1,1,3,1,0,5,2022,"Texas"
"DIBOLL PD",0,0,0,4,0,0,1,0,5,2022,"Texas"
"LA GRANGE PD",0,1,0,1,1,5,0,0,5,2022,"Texas"
"GARDEN RIDGE PD",0,0,0,0,0,1,2,0,5,2022,"Texas"
"PITTSBURG PD",0,0,0,2,0,2,2,0,5,2022,"Texas"
"PALACIOS PD",0,0,0,1,0,1,0,0,5,2022,"Texas"
"CANTON PD",0,0,1,1,5,3,1,0,5,2022,"Texas"
"MATHIS PD",0,0,0,0,4,2,1,1,5,2022,"Texas"
"OVILLA PD",0,0,0,0,1,0,0,0,5,2022,"Texas"
"DENVER CITY PD",0,0,0,1,1,2,0,0,5,2022,"Texas"
"DUVAL CO SO",0,1,0,7,0,5,3,0,5,2022,"Texas"
"JACKSBORO PD",0,0,0,1,1,3,0,0,5,2022,"Texas"
"COMANCHE PD",0,0,0,1,1,4,2,0,5,2022,"Texas"
"CALDWELL PD",0,0,0,0,1,2,0,0,5,2022,"Texas"
"SPRING VALLEY VILLAGE PD",0,0,0,0,0,4,1,0,5,2022,"Texas"
"DIMMITT PD",0,0,0,1,1,2,0,0,5,2022,"Texas"
"JOURDANTON PD",0,0,0,0,1,0,0,0,5,2022,"Texas"
"SMITHVILLE PD",0,0,0,0,0,1,0,0,5,2022,"Texas"
"FRIONA PD",0,0,0,1,0,0,0,0,5,2022,"Texas"
"BELLVILLE PD",0,1,0,1,0,1,0,0,5,2022,"Texas"
"BULLARD PD",0,0,0,0,1,1,0,0,5,2022,"Texas"
"HAMILTON CO SO",0,0,0,0,0,2,0,0,5,2022,"Texas"
"CLYDE PD",0,0,1,1,0,2,0,0,5,2022,"Texas"
"STEPHENS CO SO",0,0,0,0,0,2,2,0,5,2022,"Texas"
"FARMERSVILLE PD",0,0,0,0,0,1,0,0,5,2022,"Texas"
"WILLS POINT PD",0,0,0,1,0,1,0,0,5,2022,"Texas"
"KRUGERVILLE PD",0,0,0,0,1,0,0,0,5,2022,"Texas"
"MASON CO SO",0,0,0,0,0,1,0,0,5,2022,"Texas"
"COLEMAN PD",0,0,0,0,1,2,1,0,5,2022,"Texas"
"CASTLE HILLS PD",0,0,0,1,3,12,4,0,5,2022,"Texas"
"CISCO PD",0,0,0,2,5,4,1,0,5,2022,"Texas"
"SULLIVAN CITY PD",0,0,1,1,1,3,0,0,5,2022,"Texas"
"FISHER CO SO",0,0,0,0,8,0,1,0,5,2022,"Texas"
"COCKRELL HILL PD",0,0,0,0,4,2,3,0,5,2022,"Texas"
"SHENANDOAH PD",0,0,2,0,0,23,0,0,5,2022,"Texas"
"LAGUNA VISTA PD",0,0,0,0,0,0,0,0,5,2022,"Texas"
"ANTHONY PD",0,0,0,0,0,1,0,0,5,2022,"Texas"
"HOWE PD",0,0,0,0,2,0,2,0,5,2022,"Texas"
"DEAF SMITH CO SO",0,0,0,2,0,0,0,0,5,2022,"Texas"
"GROESBECK PD",0,0,0,1,0,4,0,0,5,2022,"Texas"
"BREWSTER CO SO",0,0,0,0,0,0,0,0,5,2022,"Texas"
"EASTLAND PD",0,0,0,0,0,4,1,0,5,2022,"Texas"
"WARD CO SO",0,0,0,0,3,8,1,0,5,2022,"Texas"
"DAWSON CO SO",0,0,0,0,0,3,0,0,5,2022,"Texas"
"SHAVANO PARK PD",0,0,0,0,1,2,0,0,5,2022,"Texas"
"COLUMBUS PD",0,0,0,0,0,0,0,1,5,2022,"Texas"
"KENEDY PD",0,0,1,0,1,5,0,0,5,2022,"Texas"
"WEST COLUMBIA PD",0,0,0,1,0,2,1,0,5,2022,"Texas"
"WINNSBORO PD",0,0,0,0,2,7,0,0,5,2022,"Texas"
"BALLINGER PD",0,0,0,1,21,1,0,0,5,2022,"Texas"
"CADDO MILLS PD",0,0,1,1,0,0,0,0,5,2022,"Texas"
"SWEENY PD",0,0,0,1,1,2,1,0,5,2022,"Texas"
"CHANDLER PD",0,0,0,0,0,0,0,0,5,2022,"Texas"
"CLIFTON PD",0,0,0,0,0,1,0,0,5,2022,"Texas"
"TEAGUE PD",0,0,0,0,1,5,0,0,5,2022,"Texas"
"CRANE PD",0,0,0,0,1,0,0,0,5,2022,"Texas"
"DUBLIN PD",0,0,0,0,0,0,0,0,5,2022,"Texas"
"RENO PD (LAMAR CO)",0,0,0,0,0,2,0,0,5,2022,"Texas"
"RENO PD (PARKER CO)",0,0,0,0,1,3,1,0,5,2022,"Texas"
"WEST ORANGE PD",0,0,0,0,1,9,0,0,5,2022,"Texas"
"CARSON CO SO",0,0,0,0,0,0,1,0,5,2022,"Texas"
"LLANO PD",0,1,0,0,0,2,0,0,5,2022,"Texas"
"HUDSPETH CO SO",0,0,0,0,0,0,0,0,5,2022,"Texas"
"CONCHO CO SO",0,0,0,0,0,1,0,0,5,2022,"Texas"
"COKE CO SO",0,0,0,0,3,3,1,0,5,2022,"Texas"
"SHACKELFORD CO SO",0,0,0,0,1,0,1,0,5,2022,"Texas"
"DILLEY PD",0,0,0,1,0,0,2,0,5,2022,"Texas"
"DONLEY CO SO",0,0,1,0,1,1,0,0,5,2022,"Texas"
"PORT ARANSAS PD",0,0,0,4,1,14,0,0,5,2022,"Texas"
"LAMB CO SO",0,0,0,0,0,1,0,0,5,2022,"Texas"
"CASTRO CO SO",2,0,0,0,0,0,0,0,5,2022,"Texas"
"KARNES CITY PD",0,0,0,0,0,1,0,0,5,2022,"Texas"
"UPTON CO SO",0,0,0,0,0,2,0,0,5,2022,"Texas"
"YOAKUM CO SO",0,0,0,0,0,0,3,0,5,2022,"Texas"
"GRAND SALINE PD",0,0,0,1,2,2,0,0,5,2022,"Texas"
"ONALASKA PD",0,2,0,3,0,3,1,0,5,2022,"Texas"
"ZAVALA CO SO",0,0,0,0,1,1,1,1,5,2022,"Texas"
"WEST LAKE HILLS PD",0,0,0,0,0,9,0,0,5,2022,"Texas"
"SAN SABA PD",0,0,0,1,0,2,0,0,5,2022,"Texas"
"HEMPHILL CO SO",0,0,0,0,0,0,0,0,5,2022,"Texas"
"EARLY PD",0,0,0,2,0,2,0,0,5,2022,"Texas"
"RUNNELS CO SO",0,0,0,0,0,1,0,0,5,2022,"Texas"
"WHEELER CO SO",0,0,0,0,0,0,0,0,5,2022,"Texas"
"REAGAN CO SO",2,0,0,1,0,3,0,0,5,2022,"Texas"
"HOLLYWOOD PARK PD",0,0,0,0,0,3,2,0,5,2022,"Texas"
"COMBES PD",0,1,0,0,0,0,2,0,5,2022,"Texas"
"CACTUS PD",0,0,0,1,0,2,3,0,5,2022,"Texas"
"DOUBLE OAK PD",0,0,0,0,0,0,0,0,5,2022,"Texas"
"CASTROVILLE PD",0,0,0,0,0,1,0,0,5,2022,"Texas"
"CROCKETT CO SO",0,0,0,0,0,0,0,0,5,2022,"Texas"
"NEEDVILLE PD",0,0,0,0,0,0,0,0,5,2022,"Texas"
"LYTLE PD",0,0,0,0,2,5,2,0,5,2022,"Texas"
"HASKELL PD",0,0,0,0,0,1,1,0,5,2022,"Texas"
"OLNEY PD",0,1,0,1,0,4,0,0,5,2022,"Texas"
"HARDEMAN CO SO",0,0,0,0,1,1,0,0,5,2022,"Texas"
"OAK RIDGE NORTH PD",0,0,0,1,0,7,1,0,5,2022,"Texas"
"STAMFORD PD",0,0,0,0,0,3,0,0,5,2022,"Texas"
"POTEET PD",0,0,0,0,0,4,1,0,5,2022,"Texas"
"FAIRFIELD PD",0,0,0,2,0,4,0,0,5,2022,"Texas"
"REAL CO SO",0,0,0,0,0,4,0,0,5,2022,"Texas"
"SHALLOWATER PD",0,0,0,0,1,3,1,0,5,2022,"Texas"
"NOLAN CO SO",0,0,0,0,0,2,0,0,5,2022,"Texas"
"TERRY CO SO",0,0,0,0,0,0,0,0,5,2022,"Texas"
"MAGNOLIA PD",0,0,0,0,0,2,1,0,5,2022,"Texas"
"FERRIS PD",0,0,0,0,1,3,0,0,5,2022,"Texas"
"COLEMAN CO SO",0,0,0,0,1,1,0,0,5,2022,"Texas"
"RANCHO VIEJO PD",0,0,0,0,0,1,0,0,5,2022,"Texas"
"REFUGIO PD",0,0,0,0,0,2,0,0,5,2022,"Texas"
"HAMILTON PD",0,0,0,2,0,2,0,0,5,2022,"Texas"
"WALLER PD",0,0,0,0,1,1,0,0,5,2022,"Texas"
"LIPSCOMB CO SO",0,0,0,0,0,1,0,0,5,2022,"Texas"
"TAFT PD",0,0,0,0,3,0,0,0,5,2022,"Texas"
"VAN PD",0,0,0,0,0,1,1,0,5,2022,"Texas"
"CLARKSVILLE PD",0,0,0,0,0,1,0,0,5,2022,"Texas"
"ABERNATHY PD",0,0,0,2,2,0,1,0,5,2022,"Texas"
"HALLETTSVILLE PD",1,1,0,0,1,1,0,0,5,2022,"Texas"
"LYNN CO SO",0,0,0,0,0,0,0,0,5,2022,"Texas"
"WILBARGER CO SO",0,0,0,0,0,0,0,1,5,2022,"Texas"
"SCHULENBURG PD",0,0,0,0,0,0,0,0,5,2022,"Texas"
"BALCONES HEIGHTS PD",0,0,0,3,4,11,3,0,5,2022,"Texas"
"MONTGOMERY PD",0,0,0,2,0,3,0,0,5,2022,"Texas"
"REFUGIO CO SO",0,0,0,0,0,2,0,0,5,2022,"Texas"
"FLOYDADA PD",0,0,0,0,0,0,1,0,5,2022,"Texas"
"STANTON PD",0,0,0,0,1,3,0,0,5,2022,"Texas"
"PARMER CO SO",0,0,0,0,0,2,0,0,5,2022,"Texas"
"HARTLEY CO SO",0,0,0,0,0,2,0,0,5,2022,"Texas"
"WESTWORTH VILLAGE PD",0,0,0,3,1,4,1,0,5,2022,"Texas"
"PALMHURST PD",0,0,0,1,0,15,1,0,5,2022,"Texas"
"SEYMOUR PD",0,0,0,0,0,0,0,0,5,2022,"Texas"
"WEST PD",0,0,0,0,0,1,0,0,5,2022,"Texas"
"HUDSON OAKS PD",0,0,0,1,6,6,2,0,5,2022,"Texas"
"MCCULLOCH CO SO",0,0,0,0,2,1,0,0,5,2022,"Texas"
"JUNCTION PD",0,0,0,0,0,0,1,0,5,2022,"Texas"
"MARTIN CO SO",0,0,0,2,0,6,0,0,5,2022,"Texas"
"DAINGERFIELD PD",0,0,0,0,0,1,1,0,5,2022,"Texas"
"HOOKS PD",0,0,0,1,1,2,0,0,5,2022,"Texas"
"PALMER PD",0,0,0,0,1,1,0,0,5,2022,"Texas"
"JONESTOWN PD",0,0,0,1,1,1,1,0,5,2022,"Texas"
"MOUNT VERNON PD",0,0,0,0,0,2,0,0,5,2022,"Texas"
"PANTEGO PD",0,0,0,0,0,3,1,0,5,2022,"Texas"
"COCHRAN CO SO",0,0,0,1,1,3,0,1,5,2022,"Texas"
"WOODVILLE PD",0,0,0,0,0,1,0,0,5,2022,"Texas"
"JARRELL PD",0,0,0,1,0,0,0,0,5,2022,"Texas"
"FREER PD",0,0,0,0,0,1,0,0,5,2022,"Texas"
"GUNTER PD",0,0,0,0,0,0,0,0,5,2022,"Texas"
"SONORA PD",0,0,0,0,0,1,0,0,5,2022,"Texas"
"SCHLEICHER CO SO",0,0,0,3,1,1,0,0,5,2022,"Texas"
"MERKEL PD",0,0,0,1,2,1,0,0,5,2022,"Texas"
"TAHOKA PD",0,0,0,4,2,4,0,0,5,2022,"Texas"
"PONDER PD",0,0,0,1,0,1,0,0,5,2022,"Texas"
"PELICAN BAY PD",0,0,0,3,0,1,0,0,5,2022,"Texas"
"SALADO PD",0,1,0,0,0,2,0,0,5,2022,"Texas"
"KOUNTZE PD",0,0,0,0,0,0,0,0,5,2022,"Texas"
"WINTERS PD",0,0,0,1,0,2,0,0,5,2022,"Texas"
"HASKELL CO SO",0,0,0,0,1,1,0,0,5,2022,"Texas"
"BLUE MOUND PD",0,0,0,1,0,0,0,0,5,2022,"Texas"
"DE LEON PD",0,0,0,0,1,1,0,0,5,2022,"Texas"
"HEDWIG VILLAGE PD",0,0,0,0,0,7,0,0,5,2022,"Texas"
"OVERTON PD",0,0,0,0,1,1,0,0,5,2022,"Texas"
"RANGER PD",0,0,0,0,0,2,0,0,5,2022,"Texas"
"ELECTRA PD",0,0,0,0,0,2,1,0,5,2022,"Texas"
"ODEM PD",0,0,0,0,1,4,1,0,5,2022,"Texas"
"ARCOLA PD",0,0,0,0,0,0,1,0,5,2022,"Texas"
"DALWORTHINGTON GARDENS PD",0,0,0,0,0,1,1,0,5,2022,"Texas"
"BROOKS CO SO",0,0,0,0,0,0,0,0,5,2022,"Texas"
"GODLEY PD",0,0,0,1,0,1,0,0,5,2022,"Texas"
"TOOL PD",0,0,0,0,1,0,0,0,5,2022,"Texas"
"LYFORD PD",0,0,0,0,0,0,1,0,5,2022,"Texas"
"PINEHURST PD",0,0,0,0,4,0,0,0,5,2022,"Texas"
"ELMENDORF PD",0,0,0,0,0,0,0,0,5,2022,"Texas"
"GEORGE WEST PD",0,0,0,0,0,1,2,0,5,2022,"Texas"
"MOORE CO SO",0,0,0,4,1,3,0,1,5,2022,"Texas"
"SHINER PD",0,0,0,1,0,0,0,0,5,2022,"Texas"
"OLMOS PARK PD",0,0,0,0,2,3,0,0,5,2022,"Texas"
"IDALOU PD",0,0,0,0,0,0,0,0,5,2022,"Texas"
"MEMPHIS PD",0,0,0,0,0,0,0,0,5,2022,"Texas"
"LEONARD PD",0,0,0,0,0,1,0,0,5,2022,"Texas"
"WEIMAR PD",0,0,0,0,0,1,0,0,5,2022,"Texas"
"WHITNEY PD",0,0,0,0,1,1,0,1,5,2022,"Texas"
"HANSFORD CO SO",0,0,0,0,0,1,0,0,5,2022,"Texas"
"SOUTH PADRE ISLAND PD",0,0,1,0,2,15,1,0,5,2022,"Texas"
"ITALY PD",0,0,0,0,1,0,0,0,5,2022,"Texas"
"HUNTINGTON PD",0,1,0,0,2,1,0,0,5,2022,"Texas"
"RIO HONDO PD",0,0,0,0,1,4,0,0,5,2022,"Texas"
"GANADO PD",0,0,0,0,0,0,2,0,5,2022,"Texas"
"NEWTON PD",0,0,0,1,3,0,0,0,5,2022,"Texas"
"STRATFORD PD",0,0,0,0,0,0,0,0,5,2022,"Texas"
"ROMAN FOREST PD",0,0,0,0,1,1,0,0,5,2022,"Texas"
"KIMBLE CO SO",0,0,0,0,0,0,0,0,5,2022,"Texas"
"JEFF DAVIS CO SO",0,0,0,0,0,0,1,0,5,2022,"Texas"
"BERTRAM PD",0,0,0,0,0,1,0,0,5,2022,"Texas"
"POTH PD",0,0,0,0,0,0,0,0,5,2022,"Texas"
"HAMLIN PD",0,0,0,1,0,3,0,0,5,2022,"Texas"
"BLANCO PD",0,1,0,0,0,4,0,0,5,2022,"Texas"
"BEVERLY HILLS PD",0,1,0,0,2,4,2,0,5,2022,"Texas"
"SPLENDORA PD",0,0,0,1,0,1,1,0,5,2022,"Texas"
"SAN AUGUSTINE PD",0,0,0,1,0,1,0,0,5,2022,"Texas"
"ARMSTRONG CO SO",0,0,0,0,1,1,4,0,5,2022,"Texas"
"RHOME PD",0,0,0,0,0,1,0,0,5,2022,"Texas"
"INGRAM PD",0,0,0,2,0,2,0,0,5,2022,"Texas"
"JEFFERSON PD",0,0,0,0,0,1,1,0,5,2022,"Texas"
"SOUTHSIDE PLACE PD",0,0,0,0,0,5,1,0,5,2022,"Texas"
"BARTONVILLE PD",0,0,0,0,0,2,0,0,5,2022,"Texas"
"BUFFALO PD",1,0,0,0,0,1,0,0,5,2022,"Texas"
"SOUR LAKE PD",0,0,0,0,0,2,0,0,5,2022,"Texas"
"PATTON VILLAGE PD",0,0,0,1,2,0,0,0,5,2022,"Texas"
"KEMAH PD",0,1,0,0,1,4,1,0,5,2022,"Texas"
"HONEY GROVE PD",0,0,0,0,0,1,0,0,5,2022,"Texas"
"LINDEN PD",0,0,0,0,1,1,0,0,5,2022,"Texas"
"LORENA PD",0,0,0,1,0,2,0,0,5,2022,"Texas"
"BAILEY CO SO",0,0,0,0,0,2,0,0,5,2022,"Texas"
"FRANKLIN PD",0,0,0,0,0,0,0,0,5,2022,"Texas"
"SOMERSET PD",0,0,0,0,0,1,1,0,5,2022,"Texas"
"WHITEWRIGHT PD",0,0,0,0,1,0,0,0,5,2022,"Texas"
"RUNAWAY BAY PD",0,0,0,0,0,1,0,0,5,2022,"Texas"
"MARFA PD",0,0,0,0,0,0,0,0,5,2022,"Texas"
"DALLAM CO SO",0,1,0,0,0,1,0,0,5,2022,"Texas"
"BOVINA PD",0,0,0,0,0,0,0,0,5,2022,"Texas"
"SUNRAY PD",0,0,0,0,0,0,0,0,5,2022,"Texas"
"ITASCA PD",0,0,0,0,0,0,0,0,5,2022,"Texas"
"STINNETT PD",0,0,0,0,0,0,0,0,5,2022,"Texas"
"LAKESIDE PD",0,0,0,0,0,2,0,0,5,2022,"Texas"
"ARCHER CITY PD",0,0,0,0,0,0,0,0,5,2022,"Texas"
"IRION CO SO",0,0,0,0,0,0,0,0,5,2022,"Texas"
"CHARLOTTE PD",0,0,0,0,2,1,0,0,5,2022,"Texas"
"THROCKMORTON CO SO",0,0,0,0,0,0,0,0,5,2022,"Texas"
"BELLS PD",0,0,0,0,0,0,0,0,5,2022,"Texas"
"HUGHES SPRINGS PD",0,0,0,0,0,0,0,0,5,2022,"Texas"
"BANGS PD",0,0,0,0,0,0,0,0,5,2022,"Texas"
"BOYD PD",0,0,0,0,0,0,0,0,5,2022,"Texas"
"BAIRD MARSHAL’S OFFICE",0,0,0,0,0,0,0,0,5,2022,"Texas"
"OCHILTREE CO SO",0,0,0,0,1,0,0,0,5,2022,"Texas"
"KERENS PD",0,0,0,0,0,1,0,0,5,2022,"Texas"
"GRAPELAND PD",0,0,0,0,0,0,0,0,5,2022,"Texas"
"CORRIGAN PD",0,0,0,0,0,2,0,0,5,2022,"Texas"
"LOCKNEY PD",0,0,0,0,0,0,0,0,5,2022,"Texas"
"EDWARDS CO SO",0,0,0,0,0,2,1,0,5,2022,"Texas"
"SEVEN POINTS PD",0,0,0,0,1,1,0,0,5,2022,"Texas"
"BRUCEVILLE-EDDY PD",0,0,0,0,3,0,1,0,5,2022,"Texas"
"MERIDIAN PD",0,0,0,0,1,0,0,0,5,2022,"Texas"
"SWISHER CO SO",0,0,0,1,0,0,0,0,5,2022,"Texas"
"LONE STAR PD",0,0,0,0,0,1,0,0,5,2022,"Texas"
"QUEEN CITY PD",0,1,0,0,1,0,0,0,5,2022,"Texas"
"SABINAL PD",0,0,0,1,0,0,0,0,5,2022,"Texas"
"ROLLINGWOOD PD",0,0,0,0,0,0,0,0,5,2022,"Texas"
"BRISCOE CO SO",0,0,0,0,1,0,0,0,5,2022,"Texas"
"STERLING CO SO",0,0,0,1,0,0,0,0,5,2022,"Texas"
"EMORY PD",0,0,0,0,1,0,0,0,5,2022,"Texas"
"TATUM PD",0,0,0,0,0,5,0,0,5,2022,"Texas"
"FLATONIA PD",0,0,0,0,0,0,0,0,5,2022,"Texas"
"SOMERVILLE PD",0,0,0,1,0,0,0,0,5,2022,"Texas"
"NATALIA PD",0,0,1,0,2,0,0,0,5,2022,"Texas"
"WALLIS PD",0,0,0,1,0,2,0,0,5,2022,"Texas"
"BIG SANDY PD",0,0,0,0,0,0,0,0,5,2022,"Texas"
"WOODSBORO PD",0,0,0,0,1,0,0,0,5,2022,"Texas"
"RICE PD",0,0,0,0,1,0,0,0,5,2022,"Texas"
"VALLEY MILLS PD",0,0,0,0,2,0,0,0,5,2022,"Texas"
"KEMP PD",0,0,0,0,1,0,1,0,5,2022,"Texas"
"CRANE CO SO",0,0,0,0,0,0,0,0,5,2022,"Texas"
"LA VERNIA PD",0,0,0,0,1,1,3,0,5,2022,"Texas"
"FLORENCE PD",0,0,0,0,0,0,0,0,5,2022,"Texas"
"LA GRULLA PD",0,0,0,0,0,0,0,1,5,2022,"Texas"
"GRANGER PD",0,0,0,0,0,0,0,0,5,2022,"Texas"
"OYSTER CREEK PD",0,0,0,1,0,0,0,0,5,2022,"Texas"
"GLASSCOCK CO SO",0,0,0,0,2,1,0,0,5,2022,"Texas"
"TYE PD",0,0,0,0,1,1,0,0,5,2022,"Texas"
"ORE CITY PD",0,0,0,0,1,0,0,0,5,2022,"Texas"
"PRESIDIO CO SO",0,0,0,0,1,0,0,0,5,2022,"Texas"
"CHINA GROVE PD",0,0,0,1,0,1,0,0,5,2022,"Texas"
"FRANKSTON PD",0,0,0,0,0,1,0,0,5,2022,"Texas"
"BOGATA PD",0,0,0,0,1,3,0,0,5,2022,"Texas"
"MOTLEY CO SO",0,0,0,2,2,0,0,4,5,2022,"Texas"
"JAMAICA BEACH PD",0,0,0,0,0,2,0,0,5,2022,"Texas"
"CROSBY CO SO",0,0,0,0,0,0,1,0,5,2022,"Texas"
"KNOX CITY PD",0,1,0,1,0,0,0,0,5,2022,"Texas"
"MARION PD",0,0,0,0,0,0,0,0,5,2022,"Texas"
"SANTA ANNA PD",0,0,0,0,0,0,0,0,5,2022,"Texas"
"WORTHAM PD",0,0,0,2,0,0,1,0,5,2022,"Texas"
"SEADRIFT PD",0,0,0,1,0,0,0,0,5,2022,"Texas"
"MUSTANG RIDGE PD",0,0,0,0,1,2,0,0,5,2022,"Texas"
"PETERSBURG PD",0,0,0,0,0,0,1,0,5,2022,"Texas"
"COLLEGE STATION PD",0,11,0,14,24,194,17,0,5,2022,"Texas"
"MAUD PD",0,0,0,0,0,1,0,0,5,2022,"Texas"
"CALVERT PD",0,0,0,1,1,1,0,0,5,2022,"Texas"
"ARP PD",0,0,0,0,0,1,0,0,5,2022,"Texas"
"CHILDRESS CO SO",0,0,0,0,0,0,0,0,5,2022,"Texas"
"MAYPEARL PD",0,0,0,0,1,0,0,0,5,2022,"Texas"
"WAELDER PD",0,0,0,0,0,0,0,0,5,2022,"Texas"
"HILL COUNTRY VILLAGE PD",0,0,0,0,0,5,0,0,5,2022,"Texas"
"TOM BEAN PD",0,0,0,0,0,0,0,0,5,2022,"Texas"
"SUDAN PD",0,0,0,0,0,0,0,0,5,2022,"Texas"
"CLINT PD",0,0,0,0,0,0,0,0,5,2022,"Texas"
"BAYLOR CO SO",0,0,0,0,0,2,0,0,5,2022,"Texas"
"PINELAND PD",0,0,0,1,0,0,0,0,5,2022,"Texas"
"BLOOMING GROVE PD",0,0,0,0,0,0,0,0,5,2022,"Texas"
"SUTTON CO SO",0,0,0,0,1,1,0,0,5,2022,"Texas"
"DAWSON PD",0,0,0,0,0,0,0,0,5,2022,"Texas"
"WINK PD",0,0,0,1,0,0,0,0,5,2022,"Texas"
"OLDHAM CO SO",0,0,0,0,0,0,0,0,5,2022,"Texas"
"GARRISON PD",0,0,0,0,0,1,0,0,5,2022,"Texas"
"SUNRISE BEACH VILLAGE PD",0,0,0,0,0,0,0,0,5,2022,"Texas"
"SAVOY PD",0,0,0,0,0,0,0,0,5,2022,"Texas"
"MILFORD PD",0,0,0,0,0,0,1,0,5,2022,"Texas"
"SURFSIDE BEACH PD",0,0,0,0,0,0,0,0,5,2022,"Texas"
"DRISCOLL PD",0,0,0,0,0,0,1,0,5,2022,"Texas"
"SUNSET VALLEY PD",0,0,1,0,2,11,4,0,5,2022,"Texas"
"ZAVALLA PD",0,0,0,0,0,0,1,0,5,2022,"Texas"
"BORDEN CO SO",0,0,0,0,0,0,0,0,5,2022,"Texas"
"HAWLEY PD",0,0,0,0,0,0,0,0,5,2022,"Texas"
"WINKLER CO SO",0,1,0,0,1,3,0,0,5,2022,"Texas"
"MOUNT ENTERPRISE CITY MARSHALS OFFICE",0,0,0,0,0,0,0,0,5,2022,"Texas"
"ALBA PD",0,0,0,0,1,0,0,0,5,2022,"Texas"
"KENEDY CO SO",0,0,0,0,0,0,1,0,5,2022,"Texas"
