"Agency.Name","Murder","Rape","Robbery","Agg.Assault","Burglary","Larceny","MVT","Arson","Month","Year","State"
"BASTROP ISD PD",0,1,0,5,0,1,0,0,2,2024,"Texas"
"UNIV OF MARY HARDIN-BAYLOR PD",0,0,0,0,0,0,0,0,2,2024,"Texas"
"CENTRAL TEXAS COLLEGE PD",0,0,0,0,0,2,0,0,2,2024,"Texas"
"KILLEEN ISD PD",0,0,0,0,0,1,0,0,2,2024,"Texas"
"UNIV OF TX SAN ANTONIO PD",0,1,0,1,0,7,1,0,2,2024,"Texas"
"JUDSON ISD PD",0,0,0,0,0,0,0,0,2,2024,"Texas"
"ALAMO COLLEGES DISTRICT PD",0,0,0,0,1,11,4,0,2,2024,"Texas"
"SAN ANTONIO ISD PD",0,0,0,0,0,11,0,0,2,2024,"Texas"
"ST MARYS UNIV PD",0,0,0,0,0,1,1,0,2,2024,"Texas"
"NORTHSIDE ISD PD",0,0,0,0,0,0,0,0,2,2024,"Texas"
"NORTH EAST ISD PD",0,0,0,0,1,4,0,0,2,2024,"Texas"
"VIA METROPOLITAN TRANSIT PD",0,0,0,1,0,7,0,0,2,2024,"Texas"
"TEXARKANA ISD PD",0,0,0,0,0,0,0,0,2,2024,"Texas"
"TX A&M UNIV TEXARKANA",0,0,0,0,0,1,0,0,2,2024,"Texas"
"MAUD ISD PD",0,0,0,0,0,0,0,0,2,2024,"Texas"
"PLEASANT GROVE ISD PD",0,0,0,0,0,1,0,0,2,2024,"Texas"
"BRAZOSPORT COLLEGE PD",0,0,0,0,0,0,0,0,2,2024,"Texas"
"ALVIN ISD PD",0,0,0,1,0,3,0,0,2,2024,"Texas"
"ANGLETON ISD PD",0,0,0,0,0,0,0,0,2,2024,"Texas"
"COLUMBIA-BRAZORIA ISD PD",0,0,0,1,0,0,0,0,2,2024,"Texas"
"BRAZOSPORT ISD PD",0,0,0,0,0,0,0,0,2,2024,"Texas"
"TX A&M UNIV COLLEGE STATION PD",0,1,0,0,0,30,7,0,2,2024,"Texas"
"TSTC: HARLINGEN PD",0,0,0,0,0,0,0,0,2,2024,"Texas"
"BROWNSVILLE ISD PD",0,0,0,0,1,5,0,0,2,2024,"Texas"
"BARBERS HILL ISD PD",0,0,0,0,0,0,0,0,2,2024,"Texas"
"COLLIN COMMUNITY COLLEGE DISTRICT PD",0,0,0,0,0,1,0,0,2,2024,"Texas"
"PROSPER ISD PD",0,0,0,0,0,5,0,0,2,2024,"Texas"
"FARMERSVILLE ISD PD",0,0,0,0,0,0,0,0,2,2024,"Texas"
"MELISSA ISD PD",0,0,0,0,0,0,0,0,2,2024,"Texas"
"COMMUNITY ISD PD",0,0,0,0,0,0,0,0,2,2024,"Texas"
"ANNA ISD PD",0,0,0,0,0,1,0,0,2,2024,"Texas"
"DALLAS CO SO",0,1,0,1,2,4,9,0,2,2024,"Texas"
"UNIV OF TX: SW MED SCHOOL PD",0,1,0,0,0,28,1,0,2,2024,"Texas"
"UNIV OF TX: DALLAS PD",0,0,0,0,0,4,0,0,2,2024,"Texas"
"DALLAS CO HOSP DIST PD",0,0,0,0,0,11,0,0,2,2024,"Texas"
"BAYLOR HEALTH CARE SYSTEM PD",0,0,0,0,0,29,4,0,2,2024,"Texas"
"SOUTHERN METHODIST UNIV PD",0,0,0,1,2,6,1,0,2,2024,"Texas"
"DALLAS ISD PD",0,0,2,31,9,23,1,0,2,2024,"Texas"
"LANCASTER ISD PD",0,0,0,0,0,0,0,0,2,2024,"Texas"
"DALLAS BAPTIST UNIVERSITY PD",0,0,0,0,0,0,0,0,2,2024,"Texas"
"UNIVERSITY OF DALLAS PD",0,0,0,0,0,1,0,0,2,2024,"Texas"
"DUNCANVILLE ISD PD",0,0,1,0,0,2,0,0,2,2024,"Texas"
"TEXAS WOMANS UNIV PD",0,0,0,0,0,1,0,0,2,2024,"Texas"
"UNIV OF NORTH TEXAS PD",0,0,0,0,1,12,0,0,2,2024,"Texas"
"ELM RIDGE PD",0,0,0,0,1,4,1,0,2,2024,"Texas"
"UNIV OF TX PERMIAN BASIN PD",0,0,0,0,0,3,0,0,2,2024,"Texas"
"ECTOR CO ISD PD",0,0,0,0,0,0,0,0,2,2024,"Texas"
"ODESSA COLLEGE PD",0,0,0,0,0,0,0,0,2,2024,"Texas"
"ECTOR CO HOSPITAL DISTRICT PD",0,0,0,0,0,0,1,0,2,2024,"Texas"
"UNIV OF TX: EL PASO PD",0,0,0,0,3,4,0,0,2,2024,"Texas"
"EL PASO COMM COLLEGE PD",0,0,0,0,0,0,1,0,2,2024,"Texas"
"EL PASO ISD PD",0,1,0,1,0,6,0,0,2,2024,"Texas"
"TARLETON STATE UNIV PD",0,0,0,0,0,4,0,0,2,2024,"Texas"
"FORT BEND ISD PD",0,1,0,7,0,8,0,0,2,2024,"Texas"
"LAMAR CONSOLIDATED ISD PD",0,0,1,0,0,8,0,0,2,2024,"Texas"
"UNIV OF TX MEDICAL BRANCH PD",0,0,0,0,0,4,0,0,2,2024,"Texas"
"SANTA FE ISD PD",0,0,0,0,0,0,0,0,2,2024,"Texas"
"GALVESTON ISD PD",0,0,0,0,0,0,0,0,2,2024,"Texas"
"GONZALES ISD PD",0,0,0,0,0,0,0,0,2,2024,"Texas"
"WHITESBORO ISD PD",0,0,0,0,0,0,0,0,2,2024,"Texas"
"SHERMAN ISD PD",0,0,0,0,0,1,2,0,2,2024,"Texas"
"VAN ALSTYNE ISD PD",0,0,0,0,0,0,0,0,2,2024,"Texas"
"TOM BEAN ISD PD",0,0,0,0,0,0,0,0,2,2024,"Texas"
"KILGORE COLLEGE PD",0,0,0,0,0,0,0,0,2,2024,"Texas"
"SILSBEE ISD PD",0,0,0,0,0,0,0,0,2,2024,"Texas"
"KOUNTZE ISD PD",0,0,0,0,0,0,0,0,2,2024,"Texas"
"UNIV OF TX HOUSTON  PD",0,2,0,0,1,17,2,0,2,2024,"Texas"
"HARRIS CO CONSTABLE PCT 1",0,0,1,4,5,32,8,0,2,2024,"Texas"
"UNIV OF HOUSTON PD",0,2,0,0,3,41,7,0,2,2024,"Texas"
"HOUSTON ISD PD",0,3,1,8,7,16,1,1,2,2024,"Texas"
"SAN JACINTO COLLEGE PD",0,0,0,0,1,0,1,0,2,2024,"Texas"
"RICE UNIV PD",0,0,0,0,3,20,5,0,2,2024,"Texas"
"UNIV OF  HOUSTON  DOWNTOWN PD",0,0,0,0,0,3,0,0,2,2024,"Texas"
"HARRIS CO CONSTABLE PCT 2",0,0,0,3,3,28,3,0,2,2024,"Texas"
"HARRIS CO CONSTABLE PCT 3",0,0,2,7,18,55,35,1,2,2024,"Texas"
"HARRIS CO CONSTABLE PCT 4",0,10,14,56,77,584,130,5,2,2024,"Texas"
"HARRIS CO CONSTABLE PCT 5",0,2,1,15,12,58,8,1,2,2024,"Texas"
"HARRIS CO CONSTABLE PCT 7",0,1,0,0,3,11,2,1,2,2024,"Texas"
"HARRIS CO CONSTABLE PCT 8",0,0,0,1,0,13,0,0,2,2024,"Texas"
"HOUSTON COMM COLLEGE PD",0,0,0,0,0,3,0,0,2,2024,"Texas"
"HARRIS CO FIRE MARSHAL (ARSON)",0,0,0,0,0,0,0,7,2,2024,"Texas"
"HOUSTON METRO TRANSIT PD",0,0,1,0,0,2,1,0,2,2024,"Texas"
"TEXAS MEDICAL CENTER PD",0,0,0,2,1,11,1,0,2,2024,"Texas"
"LONE STAR COLLEGE PD",0,0,0,0,0,0,0,0,2,2024,"Texas"
"KLEIN ISD PD",0,0,0,0,0,16,0,1,2,2024,"Texas"
"ALIEF ISD PD",0,0,1,0,1,5,1,0,2,2024,"Texas"
"KATY ISD PD",0,0,0,3,0,16,0,2,2,2024,"Texas"
"PORT OF HOUSTON AUTH PD",0,0,0,0,0,2,1,0,2,2024,"Texas"
"SPRING BRANCH ISD PD",0,0,0,0,0,1,0,0,2,2024,"Texas"
"SPRING ISD PD",0,0,0,0,0,2,0,0,2,2024,"Texas"
"PASADENA ISD PD",0,0,0,0,0,5,0,0,2,2024,"Texas"
"ALDINE ISD PD",0,0,1,2,0,0,1,0,2,2024,"Texas"
"UNIV OF ST. THOMAS PD",0,0,0,0,0,4,0,0,2,2024,"Texas"
"HUMBLE ISD PD",0,0,1,0,0,2,0,0,2,2024,"Texas"
"HALLSVILLE ISD PD",0,0,0,0,0,0,0,0,2,2024,"Texas"
"TX STATE UNIV SAN MARCOS PD",0,0,0,0,2,16,2,0,2,2024,"Texas"
"HIDALGO CO CONSTABLE PCT 1",0,0,0,0,0,0,0,0,2,2024,"Texas"
"MCALLEN ISD PD",0,0,0,0,1,6,0,0,2,2024,"Texas"
"UNIV OF TX RIO GRANDE VALLEY PD",0,0,0,0,0,5,0,0,2,2024,"Texas"
"HOUSTON ARSON BUREAU",0,0,0,0,0,0,0,37,2,2024,"Texas"
"CROCKETT ISD PD",0,0,0,0,0,0,0,0,2,2024,"Texas"
"TX A&M UNIV COMMERCE PD",0,0,0,2,1,7,0,1,2,2024,"Texas"
"COMMERCE ISD PD",0,0,0,0,0,0,0,0,2,2024,"Texas"
"LAMAR UNIV PD",0,0,0,0,0,1,0,0,2,2024,"Texas"
"VENUS ISD PD",0,0,0,0,0,1,0,0,2,2024,"Texas"
"KAUFMAN CO CONSTABLE PCT 2",0,0,0,4,2,6,3,0,2,2024,"Texas"
"PARIS ISD PD",0,0,0,0,0,0,0,0,2,2024,"Texas"
"PRAIRILAND ISD PD",0,0,0,0,0,1,0,0,2,2024,"Texas"
"TEXAS TECH UNIV LUBBOCK PD",0,1,0,0,0,18,3,0,2,2024,"Texas"
"UNIVERSITY MEDICAL CENTER PD",0,0,0,0,0,0,0,0,2,2024,"Texas"
"BAY CITY ISD PD",0,0,0,0,0,0,0,0,2,2024,"Texas"
"VAN VLECK ISD PD",0,0,0,0,0,0,0,0,2,2024,"Texas"
"TSTC WACO PD",0,0,0,0,0,0,1,0,2,2024,"Texas"
"MIDLAND ISD PD",0,0,0,0,0,1,0,0,2,2024,"Texas"
"GREENWOOD ISD PD",0,0,0,0,0,0,0,0,2,2024,"Texas"
"MONTGOMERY CO CONSTABLE PCT. 2",0,0,0,0,1,0,0,0,2,2024,"Texas"
"MONTGOMERY CO CONSTABLE: PCT 1",0,0,0,0,0,1,0,0,2,2024,"Texas"
"MONTGOMERY CO CONSTABLE: PCT 3",0,5,2,1,2,15,1,0,2,2024,"Texas"
"MONTGOMERY CO CONSTABLE PCT. 4",0,0,0,0,1,13,2,0,2,2024,"Texas"
"CONROE ISD PD",0,1,0,0,0,4,0,0,2,2024,"Texas"
"MONTGOMERY ISD PD",0,0,0,0,0,0,0,0,2,2024,"Texas"
"DUMAS ISD PD",0,0,0,0,0,0,0,0,2,2024,"Texas"
"STEPHEN F. AUSTIN UNIV PD",0,0,0,0,0,0,0,0,2,2024,"Texas"
"NACOGDOCHES ISD PD",0,0,0,0,0,0,0,0,2,2024,"Texas"
"NAVARRO COLLEGE DEPT OF PUBLIC SAFETY",0,0,0,0,0,2,0,0,2,2024,"Texas"
"CORSICANA ISD PD",0,0,0,0,0,0,0,0,2,2024,"Texas"
"TSTC: SWEETWATER PD",0,0,0,0,0,1,0,0,2,2024,"Texas"
"COLDSPRING-OAKHURST ISD PD",0,0,0,0,0,0,0,0,2,2024,"Texas"
"UNIV OF TX: TYLER PD",0,0,0,0,0,5,0,0,2,2024,"Texas"
"CHAPEL HILL ISD PD",0,0,0,0,0,0,0,0,2,2024,"Texas"
"TYLER ISD PD",0,0,0,0,0,0,0,0,2,2024,"Texas"
"LINDALE ISD PD",0,0,0,0,1,0,0,0,2,2024,"Texas"
"RIO GRANDE CITY ISD PD",0,0,0,0,0,0,0,0,2,2024,"Texas"
"ROMA ISD PD",0,0,0,0,0,0,0,0,2,2024,"Texas"
"TEXAS DEPARTMENT OF CRIMINAL JUSTICE - OIG",0,34,0,8,0,0,0,0,2,2024,"Texas"
"SOUTHWESTERN BAPTIST THEOLOGICAL SEMINARY PD",0,0,0,0,1,2,0,0,2,2024,"Texas"
"UNIV OF TX ARLINGTON PD",0,1,0,0,2,16,0,0,2,2024,"Texas"
"DALLAS-FORT WORTH INTERNATIONAL AIRPORT PD",0,0,0,0,0,24,10,1,2,2024,"Texas"
"TEXAS CHRISTIAN UNIV PD",0,0,0,0,0,3,0,0,2,2024,"Texas"
"TARRANT CO COLLEGE DISTRICT PD",0,0,0,0,1,5,0,0,2,2024,"Texas"
"UNIVERSITY OF NORTH TEXAS HEALTH SCIENCE CENTER PD",0,0,0,0,0,1,1,0,2,2024,"Texas"
"TARRANT CO HOSPITAL DISTRICT PD",0,1,0,1,0,4,2,0,2,2024,"Texas"
"MANSFIELD ISD PD",0,0,0,0,0,1,0,0,2,2024,"Texas"
"CROWLEY ISD PD",0,0,1,0,0,0,0,0,2,2024,"Texas"
"EAGLE MOUNTAIN-SAGINAW ISD PD",0,0,0,0,0,1,0,0,2,2024,"Texas"
"HARDIN SIMMONS UNIV PD",0,0,0,0,0,0,0,0,2,2024,"Texas"
"ABILENE CHRISTIAN UNIV PD",0,0,0,0,0,3,0,0,2,2024,"Texas"
"MOUNT PLEASANT ISD PD",0,0,0,0,0,0,0,0,2,2024,"Texas"
"ANGELO STATE UNIV PD",0,1,0,0,0,0,0,0,2,2024,"Texas"
"UNIV OF TX AUSTIN PD",0,1,0,1,6,62,3,0,2,2024,"Texas"
"TRAVIS CO CONSTABLE PCT 5",0,0,0,0,0,2,0,0,2,2024,"Texas"
"AUSTIN ISD PD",0,0,0,1,1,1,0,0,2,2024,"Texas"
"AUSTIN COMMUNITY COLLEGE PD",0,0,0,1,5,9,1,0,2,2024,"Texas"
"PFLUGERVILLE ISD PD",0,0,0,0,0,1,0,0,2,2024,"Texas"
"SAM HOUSTON STATE UNIV PD",0,1,0,0,0,8,0,0,2,2024,"Texas"
"WALKER CO CONSTABLE PCT 4",0,0,0,0,0,0,0,0,2,2024,"Texas"
"HEMPSTEAD ISD PD",0,0,0,0,0,0,0,0,2,2024,"Texas"
"ROYAL ISD PD",0,0,0,0,0,1,0,0,2,2024,"Texas"
"BLINN COLLEGE PD - WASHINGTON COUNTY",0,1,0,1,0,0,0,0,2,2024,"Texas"
"TX A&M UNIV INTERNATIONAL PD",0,0,0,0,0,1,0,0,2,2024,"Texas"
"UNITED ISD PD",0,0,0,0,0,0,0,0,2,2024,"Texas"
"LAREDO ISD PD",0,0,0,0,0,0,0,0,2,2024,"Texas"
"MIDWESTERN UNIV PD",0,0,0,0,0,3,0,0,2,2024,"Texas"
"WICHITA FALLS ISD PD",0,0,0,0,1,1,0,0,2,2024,"Texas"
"BURKBURNETT ISD PD",0,0,0,0,0,0,0,0,2,2024,"Texas"
"CITY VIEW ISD PD",0,0,0,1,0,0,0,0,2,2024,"Texas"
"SOUTHWESTERN UNIV PD",0,0,0,0,0,2,0,0,2,2024,"Texas"
"WILLIAMSON CO CONSTABLE PCT 3",0,0,0,0,0,0,0,0,2,2024,"Texas"
"HUTTO ISD PD",0,0,0,0,0,0,0,0,2,2024,"Texas"
"LIBERTY HILL ISD PD",0,0,0,0,0,0,0,0,2,2024,"Texas"
"PALESTINE PD",0,2,0,6,6,13,8,0,3,2024,"Texas"
"FRANKSTON PD",0,0,0,0,0,1,0,0,3,2024,"Texas"
"ANDREWS CO SO",0,0,0,0,0,7,0,0,3,2024,"Texas"
"ANDREWS PD",0,1,0,2,2,7,0,0,3,2024,"Texas"
"ANGELINA CO SO",0,2,1,6,16,29,3,0,3,2024,"Texas"
"DIBOLL PD",0,0,0,1,0,2,0,0,3,2024,"Texas"
"LUFKIN PD",0,2,2,10,7,42,9,0,3,2024,"Texas"
"HUDSON PD",0,0,0,1,0,1,0,0,3,2024,"Texas"
"LUFKIN ISD PD",0,0,0,0,0,1,0,0,3,2024,"Texas"
"ARANSAS CO SO",0,2,0,2,1,3,0,0,3,2024,"Texas"
"ARANSAS PASS PD",0,1,0,3,8,17,0,0,3,2024,"Texas"
"ARCHER CO SO",0,0,0,0,1,0,0,0,3,2024,"Texas"
"ATASCOSA CO SO",0,0,0,4,6,17,14,0,3,2024,"Texas"
"LYTLE PD",0,0,0,0,9,4,3,0,3,2024,"Texas"
"PLEASANTON PD",0,0,0,0,1,20,2,0,3,2024,"Texas"
"POTEET PD",0,0,0,0,1,2,0,0,3,2024,"Texas"
"JOURDANTON PD",0,0,0,2,0,1,0,0,3,2024,"Texas"
"PLEASANTON ISD PD",0,0,0,1,0,0,0,0,3,2024,"Texas"
"CHARLOTTE PD",0,0,0,0,0,1,0,0,3,2024,"Texas"
"AUSTIN CO SO",0,1,0,3,3,6,0,0,3,2024,"Texas"
"BELLVILLE PD",0,0,0,6,0,2,3,0,3,2024,"Texas"
"SEALY PD",0,0,0,1,5,6,0,0,3,2024,"Texas"
"WALLIS PD",0,0,0,0,0,1,0,0,3,2024,"Texas"
"SEALY ISD PD",0,0,0,1,0,0,0,0,3,2024,"Texas"
"BAILEY CO SO",0,0,0,1,0,1,0,0,3,2024,"Texas"
"MULESHOE PD",0,0,0,0,0,2,0,0,3,2024,"Texas"
"BANDERA CO SO",0,0,0,1,4,8,4,0,3,2024,"Texas"
"BASTROP CO SO",0,4,1,14,13,36,21,1,3,2024,"Texas"
"BASTROP PD",0,1,0,3,7,32,7,0,3,2024,"Texas"
"ELGIN PD",0,0,0,0,1,9,1,0,3,2024,"Texas"
"SMITHVILLE PD",0,1,0,0,0,2,0,0,3,2024,"Texas"
"BASTROP ISD PD",0,1,0,4,0,1,0,0,3,2024,"Texas"
"BAYLOR CO SO",0,0,0,0,0,2,0,0,3,2024,"Texas"
"SEYMOUR PD",0,0,0,1,0,0,0,0,3,2024,"Texas"
"BEE CO SO",0,0,0,3,5,3,2,0,3,2024,"Texas"
"BEEVILLE PD",0,0,0,4,3,3,0,1,3,2024,"Texas"
"BELL CO SO",0,0,0,3,8,28,7,2,3,2024,"Texas"
"BELTON PD",0,3,0,0,0,36,4,0,3,2024,"Texas"
"HARKER HEIGHTS PD",0,2,0,3,4,16,5,0,3,2024,"Texas"
"KILLEEN PD",1,11,8,42,53,98,29,0,3,2024,"Texas"
"NOLANVILLE PD",0,0,0,0,3,4,0,0,3,2024,"Texas"
"TEMPLE PD",2,4,2,19,40,160,25,1,3,2024,"Texas"
"CENTRAL TEXAS COLLEGE PD",0,0,0,0,0,0,0,0,3,2024,"Texas"
"MORGANS POINT RESORT PD",0,0,0,0,0,1,1,0,3,2024,"Texas"
"HOLLAND PD",0,0,0,0,0,1,0,0,3,2024,"Texas"
"KILLEEN ISD PD",0,0,0,0,0,1,0,0,3,2024,"Texas"
"TROY PD",0,0,0,0,2,3,0,0,3,2024,"Texas"
"BEXAR CO SO",3,9,11,65,92,322,123,1,3,2024,"Texas"
"ALAMO HEIGHTS PD",0,0,0,0,1,14,0,0,3,2024,"Texas"
"BALCONES HEIGHTS PD",0,1,0,5,0,31,7,0,3,2024,"Texas"
"CASTLE HILLS PD",0,0,0,0,1,5,2,0,3,2024,"Texas"
"CHINA GROVE PD",0,0,0,0,1,2,0,0,3,2024,"Texas"
"CONVERSE PD",0,0,0,9,5,44,6,0,3,2024,"Texas"
"ELMENDORF PD",0,0,0,0,0,2,3,0,3,2024,"Texas"
"HILL COUNTRY VILLAGE PD",0,0,0,0,0,2,0,0,3,2024,"Texas"
"HOLLYWOOD PARK PD",0,0,0,0,0,2,1,0,3,2024,"Texas"
"KIRBY PD",0,0,0,5,2,10,2,0,3,2024,"Texas"
"LEON VALLEY PD",0,0,0,2,1,36,7,0,3,2024,"Texas"
"OLMOS PARK PD",0,0,0,1,0,0,0,0,3,2024,"Texas"
"SHAVANO PARK PD",0,0,0,0,0,6,1,0,3,2024,"Texas"
"TERRELL HILLS PD",0,0,0,0,3,2,0,0,3,2024,"Texas"
"UNIVERSAL CITY PD",0,0,2,0,1,35,8,0,3,2024,"Texas"
"WINDCREST PD",0,0,0,2,5,43,6,0,3,2024,"Texas"
"LIVE OAK PD",0,1,0,0,4,30,7,0,3,2024,"Texas"
"UNIV OF TX HSC - SAN ANTONIO PD",0,0,0,0,0,4,0,0,3,2024,"Texas"
"UNIV OF TX SAN ANTONIO PD",0,0,0,0,1,5,1,0,3,2024,"Texas"
"JUDSON ISD PD",0,0,0,3,0,5,0,0,3,2024,"Texas"
"ALAMO COLLEGES DISTRICT PD",0,0,0,0,2,5,2,0,3,2024,"Texas"
"SELMA PD",0,1,0,4,1,29,3,0,3,2024,"Texas"
"SOMERSET PD",0,0,0,0,0,1,0,0,3,2024,"Texas"
"HELOTES PD",0,0,0,0,2,8,2,0,3,2024,"Texas"
"SAN ANTONIO ISD PD",0,0,0,0,1,8,0,0,3,2024,"Texas"
"ST MARYS UNIV PD",0,1,0,0,0,1,1,0,3,2024,"Texas"
"NORTHSIDE ISD PD",0,0,0,0,0,0,0,0,3,2024,"Texas"
"NORTH EAST ISD PD",0,0,0,0,1,1,0,0,3,2024,"Texas"
"FAIR OAKS RANCH PD",0,0,0,0,4,5,2,0,3,2024,"Texas"
"VIA METROPOLITAN TRANSIT PD",0,0,2,1,0,14,1,0,3,2024,"Texas"
"TX A&M UNIV: SAN ANTONIO PD",0,0,0,0,1,1,0,0,3,2024,"Texas"
"SAN ANTONIO PD",10,93,148,555,513,4291,1398,9,3,2024,"Texas"
"BLANCO CO SO",0,0,0,1,1,3,0,0,3,2024,"Texas"
"BLANCO PD",0,0,0,1,1,1,0,0,3,2024,"Texas"
"JOHNSON CITY PD",0,0,0,0,0,0,0,0,3,2024,"Texas"
"BOSQUE CO SO",0,0,0,2,0,2,0,0,3,2024,"Texas"
"CLIFTON PD",0,0,0,0,0,0,0,0,3,2024,"Texas"
"VALLEY MILLS PD",0,0,0,1,0,0,0,0,3,2024,"Texas"
"MERIDIAN PD",0,0,0,0,0,0,0,0,3,2024,"Texas"
"BOWIE CO SO",0,1,0,2,1,4,1,0,3,2024,"Texas"
"DE KALB PD",0,0,0,0,0,0,0,0,3,2024,"Texas"
"NASH PD",0,0,0,0,0,0,0,0,3,2024,"Texas"
"NEW BOSTON PD",0,0,0,2,3,2,1,0,3,2024,"Texas"
"TEXARKANA PD",0,1,2,8,11,50,3,0,3,2024,"Texas"
"WAKE VILLAGE PD",0,1,0,0,1,4,0,1,3,2024,"Texas"
"HOOKS PD",0,0,0,0,0,0,1,0,3,2024,"Texas"
"TEXARKANA ISD PD",0,0,0,0,0,0,0,0,3,2024,"Texas"
"BULLARD ISD PD",0,0,0,0,0,0,0,0,3,2024,"Texas"
"BRAZORIA CO SO",0,8,2,17,17,72,13,0,3,2024,"Texas"
"ALVIN PD",0,0,0,5,6,33,6,0,3,2024,"Texas"
"ANGLETON PD",0,1,0,4,1,11,1,0,3,2024,"Texas"
"CLUTE PD",0,1,0,2,3,12,2,0,3,2024,"Texas"
"FREEPORT PD",0,1,0,6,0,12,0,0,3,2024,"Texas"
"LAKE JACKSON PD",0,0,1,10,4,40,4,0,3,2024,"Texas"
"MANVEL PD",0,1,0,0,27,10,3,0,3,2024,"Texas"
"PEARLAND PD",1,4,2,9,14,149,8,0,3,2024,"Texas"
"RICHWOOD PD",0,0,0,3,0,1,0,0,3,2024,"Texas"
"SWEENY PD",0,1,0,1,1,0,0,0,3,2024,"Texas"
"WEST COLUMBIA PD",0,0,0,1,1,2,0,0,3,2024,"Texas"
"BRAZORIA PD",0,0,0,0,0,2,1,0,3,2024,"Texas"
"BRAZORIA CO CONSTABLE PCT 2",0,0,0,0,0,0,0,0,3,2024,"Texas"
"SURFSIDE BEACH PD",0,0,0,0,0,0,0,0,3,2024,"Texas"
"OYSTER CREEK PD",0,0,0,0,0,1,2,0,3,2024,"Texas"
"IOWA COLONY PD",0,0,0,1,0,0,0,0,3,2024,"Texas"
"HOLIDAY LAKES PD",0,0,0,1,1,2,0,0,3,2024,"Texas"
"ALVIN ISD PD",0,0,0,0,1,4,0,0,3,2024,"Texas"
"ANGLETON ISD PD",0,0,0,0,0,0,0,0,3,2024,"Texas"
"COLUMBIA-BRAZORIA ISD PD",0,0,0,0,0,1,0,0,3,2024,"Texas"
"BRAZOSPORT ISD PD",0,0,0,0,0,0,0,0,3,2024,"Texas"
"BRAZOS CO SO",0,1,0,0,3,9,2,0,3,2024,"Texas"
"COLLEGE STATION PD",1,9,0,7,2,42,2,0,3,2024,"Texas"
"TX A&M UNIV COLLEGE STATION PD",0,0,0,0,1,20,26,0,3,2024,"Texas"
"BRAZOS CO CONSTABLE PCT 4",0,0,0,0,0,0,0,0,3,2024,"Texas"
"BREWSTER CO SO",0,0,0,0,0,0,0,0,3,2024,"Texas"
"ALPINE PD",0,0,0,1,0,0,0,0,3,2024,"Texas"
"SUL ROSS STATE UNIV PD",0,0,0,0,1,1,0,0,3,2024,"Texas"
"BRISCOE CO SO",0,0,0,0,0,0,0,0,3,2024,"Texas"
"BROOKS CO SO",0,0,0,1,0,0,1,0,3,2024,"Texas"
"FALFURRIAS PD",0,0,0,0,0,1,0,0,3,2024,"Texas"
"BROWN CO SO",0,1,0,3,7,15,1,0,3,2024,"Texas"
"BANGS PD",0,0,0,0,0,0,0,0,3,2024,"Texas"
"BROWNWOOD PD",0,0,0,6,7,22,2,0,3,2024,"Texas"
"EARLY PD",0,0,0,1,1,3,0,0,3,2024,"Texas"
"BURLESON CO SO",0,0,0,2,1,4,0,0,3,2024,"Texas"
"CALDWELL PD",0,0,0,1,0,2,0,0,3,2024,"Texas"
"SOMERVILLE PD",0,0,0,0,0,0,0,0,3,2024,"Texas"
"BURNET CO SO",0,0,0,3,2,3,3,0,3,2024,"Texas"
"BURNET PD",0,0,0,0,0,1,0,0,3,2024,"Texas"
"MARBLE FALLS PD",0,0,0,0,0,15,0,0,3,2024,"Texas"
"BERTRAM PD",0,1,0,0,0,1,0,0,3,2024,"Texas"
"GRANITE SHOALS PD",0,0,0,0,1,1,0,0,3,2024,"Texas"
"HORSESHOE BAY PD",0,0,0,0,0,2,0,0,3,2024,"Texas"
"COTTONWOOD SHORES PD",0,0,0,0,0,0,0,0,3,2024,"Texas"
"CALDWELL CO SO",0,2,1,1,2,2,3,0,3,2024,"Texas"
"LOCKHART PD",0,0,0,1,3,11,4,0,3,2024,"Texas"
"LULING PD",0,0,0,1,0,4,3,0,3,2024,"Texas"
"CALHOUN CO SO",0,1,0,2,4,4,1,0,3,2024,"Texas"
"PORT LAVACA PD",0,0,1,1,4,12,1,0,3,2024,"Texas"
"CALHOUN CO ISD PD",0,0,0,0,0,0,0,0,3,2024,"Texas"
"CALLAHAN CO SO",0,0,0,0,0,1,1,0,3,2024,"Texas"
"CLYDE PD",0,0,0,0,1,3,0,0,3,2024,"Texas"
"CAMERON CO SO",0,2,3,13,12,54,16,0,3,2024,"Texas"
"COMBES PD",0,0,0,0,0,3,0,0,3,2024,"Texas"
"HARLINGEN PD",0,0,4,13,33,147,14,1,3,2024,"Texas"
"LA FERIA PD",0,2,0,6,5,10,0,0,3,2024,"Texas"
"LOS FRESNOS PD",0,0,0,3,1,13,1,0,3,2024,"Texas"
"PORT ISABEL PD",0,0,0,3,1,23,2,0,3,2024,"Texas"
"PRIMERA PD",0,0,0,0,0,1,0,0,3,2024,"Texas"
"RIO HONDO PD",0,0,0,1,0,7,0,0,3,2024,"Texas"
"SAN BENITO PD",1,0,1,7,5,61,2,0,3,2024,"Texas"
"SOUTH PADRE ISLAND PD",0,3,2,2,11,32,13,0,3,2024,"Texas"
"CAMERON CO PK RGR PD",0,0,0,0,0,1,0,0,3,2024,"Texas"
"BROWNSVILLE ISD PD",0,0,0,0,0,8,0,0,3,2024,"Texas"
"LAGUNA VISTA PD",0,0,0,0,0,2,0,0,3,2024,"Texas"
"POINT ISABEL ISD PD",0,0,0,0,0,0,0,0,3,2024,"Texas"
