ID,agency,month,year,date,crime,value
1,Albany PD,1,2022,1/1/2022,Agg Assault,2
2,Albany PD,1,2022,1/1/2022,Arson,0
3,Albany PD,1,2022,1/1/2022,Burglary,8
4,Albany PD,1,2022,1/1/2022,Larceny,41
5,Albany PD,1,2022,1/1/2022,MVT,14
6,Albany PD,1,2022,1/1/2022,Murder,0
7,Albany PD,1,2022,1/1/2022,Rape,0
8,Albany PD,1,2022,1/1/2022,Robbery,4
9,Albany PD,1,2023,1/1/2023,Agg Assault,3
10,Albany PD,1,2023,1/1/2023,Arson,1
11,Albany PD,1,2023,1/1/2023,Burglary,8
12,Albany PD,1,2023,1/1/2023,Larceny,39
13,Albany PD,1,2023,1/1/2023,MVT,11
14,Albany PD,1,2023,1/1/2023,Murder,2
15,Albany PD,1,2023,1/1/2023,Rape,0
16,Albany PD,1,2023,1/1/2023,Robbery,1
17,Albany PD,2,2022,2/1/2022,Agg Assault,3
18,Albany PD,2,2022,2/1/2022,Arson,0
19,Albany PD,2,2022,2/1/2022,Burglary,10
20,Albany PD,2,2022,2/1/2022,Larceny,40
21,Albany PD,2,2022,2/1/2022,MVT,10
22,Albany PD,2,2022,2/1/2022,Murder,1
23,Albany PD,2,2022,2/1/2022,Rape,0
24,Albany PD,2,2022,2/1/2022,Robbery,1
25,Albany PD,2,2023,2/1/2023,Agg Assault,3
26,Albany PD,2,2023,2/1/2023,Arson,0
27,Albany PD,2,2023,2/1/2023,Burglary,8
28,Albany PD,2,2023,2/1/2023,Larceny,33
29,Albany PD,2,2023,2/1/2023,MVT,9
30,Albany PD,2,2023,2/1/2023,Murder,0
31,Albany PD,2,2023,2/1/2023,Rape,2
32,Albany PD,2,2023,2/1/2023,Robbery,1
33,Albany PD,3,2022,3/1/2022,Agg Assault,3
34,Albany PD,3,2022,3/1/2022,Arson,2
35,Albany PD,3,2022,3/1/2022,Burglary,10
36,Albany PD,3,2022,3/1/2022,Larceny,42
37,Albany PD,3,2022,3/1/2022,MVT,10
38,Albany PD,3,2022,3/1/2022,Murder,0
39,Albany PD,3,2022,3/1/2022,Rape,0
40,Albany PD,3,2022,3/1/2022,Robbery,2
41,Albany PD,3,2023,3/1/2023,Agg Assault,5
42,Albany PD,3,2023,3/1/2023,Arson,0
43,Albany PD,3,2023,3/1/2023,Burglary,13
44,Albany PD,3,2023,3/1/2023,Larceny,38
45,Albany PD,3,2023,3/1/2023,MVT,7
46,Albany PD,3,2023,3/1/2023,Murder,0
47,Albany PD,3,2023,3/1/2023,Rape,0
48,Albany PD,3,2023,3/1/2023,Robbery,1
49,Albany PD,4,2022,4/1/2022,Agg Assault,6
50,Albany PD,4,2022,4/1/2022,Arson,2
51,Albany PD,4,2022,4/1/2022,Burglary,10
52,Albany PD,4,2022,4/1/2022,Larceny,49
53,Albany PD,4,2022,4/1/2022,MVT,5
54,Albany PD,4,2022,4/1/2022,Murder,1
55,Albany PD,4,2022,4/1/2022,Rape,1
56,Albany PD,4,2022,4/1/2022,Robbery,3
57,Albany PD,4,2023,4/1/2023,Agg Assault,5
58,Albany PD,4,2023,4/1/2023,Arson,1
59,Albany PD,4,2023,4/1/2023,Burglary,9
60,Albany PD,4,2023,4/1/2023,Larceny,49
61,Albany PD,4,2023,4/1/2023,MVT,8
62,Albany PD,4,2023,4/1/2023,Murder,1
63,Albany PD,4,2023,4/1/2023,Rape,0
64,Albany PD,4,2023,4/1/2023,Robbery,1
65,Albany PD,5,2022,5/1/2022,Agg Assault,6
66,Albany PD,5,2022,5/1/2022,Arson,2
67,Albany PD,5,2022,5/1/2022,Burglary,7
68,Albany PD,5,2022,5/1/2022,Larceny,42
69,Albany PD,5,2022,5/1/2022,MVT,9
70,Albany PD,5,2022,5/1/2022,Murder,0
71,Albany PD,5,2022,5/1/2022,Rape,1
72,Albany PD,5,2022,5/1/2022,Robbery,3
73,Albany PD,5,2023,5/1/2023,Agg Assault,4
74,Albany PD,5,2023,5/1/2023,Arson,4
75,Albany PD,5,2023,5/1/2023,Burglary,13
76,Albany PD,5,2023,5/1/2023,Larceny,45
77,Albany PD,5,2023,5/1/2023,MVT,6
78,Albany PD,5,2023,5/1/2023,Murder,0
79,Albany PD,5,2023,5/1/2023,Rape,0
80,Albany PD,5,2023,5/1/2023,Robbery,5
81,Albany PD,6,2022,6/1/2022,Agg Assault,5
82,Albany PD,6,2022,6/1/2022,Arson,1
83,Albany PD,6,2022,6/1/2022,Burglary,13
84,Albany PD,6,2022,6/1/2022,Larceny,46
85,Albany PD,6,2022,6/1/2022,MVT,11
86,Albany PD,6,2022,6/1/2022,Murder,0
87,Albany PD,6,2022,6/1/2022,Rape,0
88,Albany PD,6,2022,6/1/2022,Robbery,4
89,Albany PD,6,2023,6/1/2023,Agg Assault,4
90,Albany PD,6,2023,6/1/2023,Arson,5
91,Albany PD,6,2023,6/1/2023,Burglary,12
92,Albany PD,6,2023,6/1/2023,Larceny,40
93,Albany PD,6,2023,6/1/2023,MVT,9
94,Albany PD,6,2023,6/1/2023,Murder,0
95,Albany PD,6,2023,6/1/2023,Rape,1
96,Albany PD,6,2023,6/1/2023,Robbery,1
97,Albany PD,7,2022,7/1/2022,Agg Assault,9
98,Albany PD,7,2022,7/1/2022,Arson,3
99,Albany PD,7,2022,7/1/2022,Burglary,8
100,Albany PD,7,2022,7/1/2022,Larceny,51
101,Albany PD,7,2022,7/1/2022,MVT,10
102,Albany PD,7,2022,7/1/2022,Murder,0
103,Albany PD,7,2022,7/1/2022,Rape,1
104,Albany PD,7,2022,7/1/2022,Robbery,3
105,Albany PD,7,2023,7/1/2023,Agg Assault,4
106,Albany PD,7,2023,7/1/2023,Arson,1
107,Albany PD,7,2023,7/1/2023,Burglary,8
108,Albany PD,7,2023,7/1/2023,Larceny,33
109,Albany PD,7,2023,7/1/2023,MVT,11
110,Albany PD,7,2023,7/1/2023,Murder,0
111,Albany PD,7,2023,7/1/2023,Rape,2
112,Albany PD,7,2023,7/1/2023,Robbery,4
113,Albany PD,8,2022,8/1/2022,Agg Assault,4
114,Albany PD,8,2022,8/1/2022,Arson,3
115,Albany PD,8,2022,8/1/2022,Burglary,10
116,Albany PD,8,2022,8/1/2022,Larceny,49
117,Albany PD,8,2022,8/1/2022,MVT,17
118,Albany PD,8,2022,8/1/2022,Murder,0
119,Albany PD,8,2022,8/1/2022,Rape,1
120,Albany PD,8,2022,8/1/2022,Robbery,2
121,Albany PD,8,2023,8/1/2023,Agg Assault,7
122,Albany PD,8,2023,8/1/2023,Arson,6
123,Albany PD,8,2023,8/1/2023,Burglary,8
124,Albany PD,8,2023,8/1/2023,Larceny,45
125,Albany PD,8,2023,8/1/2023,MVT,7
126,Albany PD,8,2023,8/1/2023,Murder,0
127,Albany PD,8,2023,8/1/2023,Rape,2
128,Albany PD,8,2023,8/1/2023,Robbery,4
129,Albany PD,9,2022,9/1/2022,Agg Assault,2
130,Albany PD,9,2022,9/1/2022,Arson,3
131,Albany PD,9,2022,9/1/2022,Burglary,10
132,Albany PD,9,2022,9/1/2022,Larceny,43
133,Albany PD,9,2022,9/1/2022,MVT,12
134,Albany PD,9,2022,9/1/2022,Murder,0
135,Albany PD,9,2022,9/1/2022,Rape,1
136,Albany PD,9,2022,9/1/2022,Robbery,6
137,Albany PD,9,2023,9/1/2023,Agg Assault,7
138,Albany PD,9,2023,9/1/2023,Arson,0
139,Albany PD,9,2023,9/1/2023,Burglary,6
140,Albany PD,9,2023,9/1/2023,Larceny,44
141,Albany PD,9,2023,9/1/2023,MVT,7
142,Albany PD,9,2023,9/1/2023,Murder,1
143,Albany PD,9,2023,9/1/2023,Rape,2
144,Albany PD,9,2023,9/1/2023,Robbery,3
145,Albany PD,10,2022,10/1/2022,Agg Assault,5
146,Albany PD,10,2022,10/1/2022,Arson,5
147,Albany PD,10,2022,10/1/2022,Burglary,15
148,Albany PD,10,2022,10/1/2022,Larceny,45
149,Albany PD,10,2022,10/1/2022,MVT,17
150,Albany PD,10,2022,10/1/2022,Murder,0
151,Albany PD,10,2022,10/1/2022,Rape,1
152,Albany PD,10,2022,10/1/2022,Robbery,2
153,Albany PD,10,2023,10/1/2023,Agg Assault,5
154,Albany PD,10,2023,10/1/2023,Arson,2
155,Albany PD,10,2023,10/1/2023,Burglary,8
156,Albany PD,10,2023,10/1/2023,Larceny,35
157,Albany PD,10,2023,10/1/2023,MVT,4
158,Albany PD,10,2023,10/1/2023,Murder,0
159,Albany PD,10,2023,10/1/2023,Rape,0
160,Albany PD,10,2023,10/1/2023,Robbery,3
161,Albany PD,11,2022,11/1/2022,Agg Assault,6
162,Albany PD,11,2022,11/1/2022,Arson,0
163,Albany PD,11,2022,11/1/2022,Burglary,9
164,Albany PD,11,2022,11/1/2022,Larceny,42
165,Albany PD,11,2022,11/1/2022,MVT,15
166,Albany PD,11,2022,11/1/2022,Murder,0
167,Albany PD,11,2022,11/1/2022,Rape,0
168,Albany PD,11,2022,11/1/2022,Robbery,1
169,Albany PD,11,2023,11/1/2023,Agg Assault,4
170,Albany PD,11,2023,11/1/2023,Arson,1
171,Albany PD,11,2023,11/1/2023,Burglary,11
172,Albany PD,11,2023,11/1/2023,Larceny,37
173,Albany PD,11,2023,11/1/2023,MVT,4
174,Albany PD,11,2023,11/1/2023,Murder,0
175,Albany PD,11,2023,11/1/2023,Rape,1
176,Albany PD,11,2023,11/1/2023,Robbery,1
177,Albany PD,12,2022,12/1/2022,Agg Assault,2
178,Albany PD,12,2022,12/1/2022,Arson,1
179,Albany PD,12,2022,12/1/2022,Burglary,11
180,Albany PD,12,2022,12/1/2022,Larceny,42
181,Albany PD,12,2022,12/1/2022,MVT,11
182,Albany PD,12,2022,12/1/2022,Murder,0
183,Albany PD,12,2022,12/1/2022,Rape,1
184,Albany PD,12,2022,12/1/2022,Robbery,2
185,Beaverton PD MIP,1,2022,1/1/2022,Agg Assault,12
186,Beaverton PD MIP,1,2022,1/1/2022,Arson,1
187,Beaverton PD MIP,1,2022,1/1/2022,Burglary,17
188,Beaverton PD MIP,1,2022,1/1/2022,Larceny,56
189,Beaverton PD MIP,1,2022,1/1/2022,MVT,26
190,Beaverton PD MIP,1,2022,1/1/2022,Murder,0
191,Beaverton PD MIP,1,2022,1/1/2022,Rape,2
192,Beaverton PD MIP,1,2022,1/1/2022,Robbery,3
193,Beaverton PD MIP,1,2023,1/1/2023,Agg Assault,9
194,Beaverton PD MIP,1,2023,1/1/2023,Arson,0
195,Beaverton PD MIP,1,2023,1/1/2023,Burglary,18
196,Beaverton PD MIP,1,2023,1/1/2023,Larceny,66
197,Beaverton PD MIP,1,2023,1/1/2023,MVT,25
198,Beaverton PD MIP,1,2023,1/1/2023,Murder,0
199,Beaverton PD MIP,1,2023,1/1/2023,Rape,6
200,Beaverton PD MIP,1,2023,1/1/2023,Robbery,1
201,Beaverton PD MIP,2,2022,2/1/2022,Agg Assault,5
202,Beaverton PD MIP,2,2022,2/1/2022,Arson,3
203,Beaverton PD MIP,2,2022,2/1/2022,Burglary,19
204,Beaverton PD MIP,2,2022,2/1/2022,Larceny,55
205,Beaverton PD MIP,2,2022,2/1/2022,MVT,19
206,Beaverton PD MIP,2,2022,2/1/2022,Murder,0
207,Beaverton PD MIP,2,2022,2/1/2022,Rape,2
208,Beaverton PD MIP,2,2022,2/1/2022,Robbery,3
209,Beaverton PD MIP,2,2023,2/1/2023,Agg Assault,9
210,Beaverton PD MIP,2,2023,2/1/2023,Arson,2
211,Beaverton PD MIP,2,2023,2/1/2023,Burglary,15
212,Beaverton PD MIP,2,2023,2/1/2023,Larceny,43
213,Beaverton PD MIP,2,2023,2/1/2023,MVT,17
214,Beaverton PD MIP,2,2023,2/1/2023,Murder,1
215,Beaverton PD MIP,2,2023,2/1/2023,Rape,3
216,Beaverton PD MIP,2,2023,2/1/2023,Robbery,3
217,Beaverton PD MIP,3,2022,3/1/2022,Agg Assault,12
218,Beaverton PD MIP,3,2022,3/1/2022,Arson,3
219,Beaverton PD MIP,3,2022,3/1/2022,Burglary,17
220,Beaverton PD MIP,3,2022,3/1/2022,Larceny,58
221,Beaverton PD MIP,3,2022,3/1/2022,MVT,20
222,Beaverton PD MIP,3,2022,3/1/2022,Murder,0
223,Beaverton PD MIP,3,2022,3/1/2022,Rape,1
224,Beaverton PD MIP,3,2022,3/1/2022,Robbery,5
225,Beaverton PD MIP,3,2023,3/1/2023,Agg Assault,4
226,Beaverton PD MIP,3,2023,3/1/2023,Arson,1
227,Beaverton PD MIP,3,2023,3/1/2023,Burglary,15
228,Beaverton PD MIP,3,2023,3/1/2023,Larceny,66
229,Beaverton PD MIP,3,2023,3/1/2023,MVT,18
230,Beaverton PD MIP,3,2023,3/1/2023,Murder,0
231,Beaverton PD MIP,3,2023,3/1/2023,Rape,1
232,Beaverton PD MIP,3,2023,3/1/2023,Robbery,8
233,Beaverton PD MIP,4,2022,4/1/2022,Agg Assault,14
234,Beaverton PD MIP,4,2022,4/1/2022,Arson,0
235,Beaverton PD MIP,4,2022,4/1/2022,Burglary,16
236,Beaverton PD MIP,4,2022,4/1/2022,Larceny,52
237,Beaverton PD MIP,4,2022,4/1/2022,MVT,21
238,Beaverton PD MIP,4,2022,4/1/2022,Murder,0
239,Beaverton PD MIP,4,2022,4/1/2022,Rape,1
240,Beaverton PD MIP,4,2022,4/1/2022,Robbery,1
241,Beaverton PD MIP,4,2023,4/1/2023,Agg Assault,8
242,Beaverton PD MIP,4,2023,4/1/2023,Arson,4
243,Beaverton PD MIP,4,2023,4/1/2023,Burglary,14
244,Beaverton PD MIP,4,2023,4/1/2023,Larceny,51
245,Beaverton PD MIP,4,2023,4/1/2023,MVT,18
246,Beaverton PD MIP,4,2023,4/1/2023,Murder,1
247,Beaverton PD MIP,4,2023,4/1/2023,Rape,5
248,Beaverton PD MIP,4,2023,4/1/2023,Robbery,0
249,Beaverton PD MIP,5,2022,5/1/2022,Agg Assault,13
250,Beaverton PD MIP,5,2022,5/1/2022,Arson,1
251,Beaverton PD MIP,5,2022,5/1/2022,Burglary,19
252,Beaverton PD MIP,5,2022,5/1/2022,Larceny,56
253,Beaverton PD MIP,5,2022,5/1/2022,MVT,20
254,Beaverton PD MIP,5,2022,5/1/2022,Murder,2
255,Beaverton PD MIP,5,2022,5/1/2022,Rape,4
256,Beaverton PD MIP,5,2022,5/1/2022,Robbery,7
257,Beaverton PD MIP,5,2023,5/1/2023,Agg Assault,14
258,Beaverton PD MIP,5,2023,5/1/2023,Arson,1
259,Beaverton PD MIP,5,2023,5/1/2023,Burglary,8
260,Beaverton PD MIP,5,2023,5/1/2023,Larceny,59
261,Beaverton PD MIP,5,2023,5/1/2023,MVT,21
262,Beaverton PD MIP,5,2023,5/1/2023,Murder,0
263,Beaverton PD MIP,5,2023,5/1/2023,Rape,1
264,Beaverton PD MIP,5,2023,5/1/2023,Robbery,3
265,Beaverton PD MIP,6,2022,6/1/2022,Agg Assault,9
266,Beaverton PD MIP,6,2022,6/1/2022,Arson,0
267,Beaverton PD MIP,6,2022,6/1/2022,Burglary,16
268,Beaverton PD MIP,6,2022,6/1/2022,Larceny,58
269,Beaverton PD MIP,6,2022,6/1/2022,MVT,18
270,Beaverton PD MIP,6,2022,6/1/2022,Murder,0
271,Beaverton PD MIP,6,2022,6/1/2022,Rape,3
272,Beaverton PD MIP,6,2022,6/1/2022,Robbery,0
273,Beaverton PD MIP,6,2023,6/1/2023,Agg Assault,14
274,Beaverton PD MIP,6,2023,6/1/2023,Arson,2
275,Beaverton PD MIP,6,2023,6/1/2023,Burglary,9
276,Beaverton PD MIP,6,2023,6/1/2023,Larceny,46
277,Beaverton PD MIP,6,2023,6/1/2023,MVT,14
278,Beaverton PD MIP,6,2023,6/1/2023,Murder,0
279,Beaverton PD MIP,6,2023,6/1/2023,Rape,1
280,Beaverton PD MIP,6,2023,6/1/2023,Robbery,8
281,Beaverton PD MIP,7,2022,7/1/2022,Agg Assault,15
282,Beaverton PD MIP,7,2022,7/1/2022,Arson,0
283,Beaverton PD MIP,7,2022,7/1/2022,Burglary,20
284,Beaverton PD MIP,7,2022,7/1/2022,Larceny,55
285,Beaverton PD MIP,7,2022,7/1/2022,MVT,19
286,Beaverton PD MIP,7,2022,7/1/2022,Murder,0
287,Beaverton PD MIP,7,2022,7/1/2022,Rape,3
288,Beaverton PD MIP,7,2022,7/1/2022,Robbery,2
289,Beaverton PD MIP,7,2023,7/1/2023,Agg Assault,12
290,Beaverton PD MIP,7,2023,7/1/2023,Arson,4
291,Beaverton PD MIP,7,2023,7/1/2023,Burglary,8
292,Beaverton PD MIP,7,2023,7/1/2023,Larceny,50
293,Beaverton PD MIP,7,2023,7/1/2023,MVT,16
294,Beaverton PD MIP,7,2023,7/1/2023,Murder,0
295,Beaverton PD MIP,7,2023,7/1/2023,Rape,0
296,Beaverton PD MIP,7,2023,7/1/2023,Robbery,6
297,Beaverton PD MIP,8,2022,8/1/2022,Agg Assault,12
298,Beaverton PD MIP,8,2022,8/1/2022,Arson,3
299,Beaverton PD MIP,8,2022,8/1/2022,Burglary,21
300,Beaverton PD MIP,8,2022,8/1/2022,Larceny,57
301,Beaverton PD MIP,8,2022,8/1/2022,MVT,18
302,Beaverton PD MIP,8,2022,8/1/2022,Murder,0
303,Beaverton PD MIP,8,2022,8/1/2022,Rape,0
304,Beaverton PD MIP,8,2022,8/1/2022,Robbery,3
305,Beaverton PD MIP,8,2023,8/1/2023,Agg Assault,7
306,Beaverton PD MIP,8,2023,8/1/2023,Arson,3
307,Beaverton PD MIP,8,2023,8/1/2023,Burglary,5
308,Beaverton PD MIP,8,2023,8/1/2023,Larceny,56
309,Beaverton PD MIP,8,2023,8/1/2023,MVT,19
310,Beaverton PD MIP,8,2023,8/1/2023,Murder,0
311,Beaverton PD MIP,8,2023,8/1/2023,Rape,4
312,Beaverton PD MIP,8,2023,8/1/2023,Robbery,4
313,Beaverton PD MIP,9,2022,9/1/2022,Agg Assault,14
314,Beaverton PD MIP,9,2022,9/1/2022,Arson,3
315,Beaverton PD MIP,9,2022,9/1/2022,Burglary,19
316,Beaverton PD MIP,9,2022,9/1/2022,Larceny,62
317,Beaverton PD MIP,9,2022,9/1/2022,MVT,12
318,Beaverton PD MIP,9,2022,9/1/2022,Murder,0
319,Beaverton PD MIP,9,2022,9/1/2022,Rape,3
320,Beaverton PD MIP,9,2022,9/1/2022,Robbery,4
321,Beaverton PD MIP,9,2023,9/1/2023,Agg Assault,11
322,Beaverton PD MIP,9,2023,9/1/2023,Arson,0
323,Beaverton PD MIP,9,2023,9/1/2023,Burglary,10
324,Beaverton PD MIP,9,2023,9/1/2023,Larceny,52
325,Beaverton PD MIP,9,2023,9/1/2023,MVT,14
326,Beaverton PD MIP,9,2023,9/1/2023,Murder,0
327,Beaverton PD MIP,9,2023,9/1/2023,Rape,2
328,Beaverton PD MIP,9,2023,9/1/2023,Robbery,3
329,Beaverton PD MIP,10,2022,10/1/2022,Agg Assault,13
330,Beaverton PD MIP,10,2022,10/1/2022,Arson,2
331,Beaverton PD MIP,10,2022,10/1/2022,Burglary,14
332,Beaverton PD MIP,10,2022,10/1/2022,Larceny,52
333,Beaverton PD MIP,10,2022,10/1/2022,MVT,17
334,Beaverton PD MIP,10,2022,10/1/2022,Murder,1
335,Beaverton PD MIP,10,2022,10/1/2022,Rape,1
336,Beaverton PD MIP,10,2022,10/1/2022,Robbery,1
337,Beaverton PD MIP,10,2023,10/1/2023,Agg Assault,12
338,Beaverton PD MIP,10,2023,10/1/2023,Arson,1
339,Beaverton PD MIP,10,2023,10/1/2023,Burglary,7
340,Beaverton PD MIP,10,2023,10/1/2023,Larceny,50
341,Beaverton PD MIP,10,2023,10/1/2023,MVT,15
342,Beaverton PD MIP,10,2023,10/1/2023,Murder,0
343,Beaverton PD MIP,10,2023,10/1/2023,Rape,2
344,Beaverton PD MIP,10,2023,10/1/2023,Robbery,4
345,Beaverton PD MIP,11,2022,11/1/2022,Agg Assault,6
346,Beaverton PD MIP,11,2022,11/1/2022,Arson,0
347,Beaverton PD MIP,11,2022,11/1/2022,Burglary,19
348,Beaverton PD MIP,11,2022,11/1/2022,Larceny,57
349,Beaverton PD MIP,11,2022,11/1/2022,MVT,14
350,Beaverton PD MIP,11,2022,11/1/2022,Murder,0
351,Beaverton PD MIP,11,2022,11/1/2022,Rape,1
352,Beaverton PD MIP,11,2022,11/1/2022,Robbery,4
353,Beaverton PD MIP,11,2023,11/1/2023,Agg Assault,12
354,Beaverton PD MIP,11,2023,11/1/2023,Arson,1
355,Beaverton PD MIP,11,2023,11/1/2023,Burglary,11
356,Beaverton PD MIP,11,2023,11/1/2023,Larceny,43
357,Beaverton PD MIP,11,2023,11/1/2023,MVT,13
358,Beaverton PD MIP,11,2023,11/1/2023,Murder,0
359,Beaverton PD MIP,11,2023,11/1/2023,Rape,1
360,Beaverton PD MIP,11,2023,11/1/2023,Robbery,5
361,Beaverton PD MIP,12,2022,12/1/2022,Agg Assault,15
362,Beaverton PD MIP,12,2022,12/1/2022,Arson,0
363,Beaverton PD MIP,12,2022,12/1/2022,Burglary,11
364,Beaverton PD MIP,12,2022,12/1/2022,Larceny,54
365,Beaverton PD MIP,12,2022,12/1/2022,MVT,20
366,Beaverton PD MIP,12,2022,12/1/2022,Murder,0
367,Beaverton PD MIP,12,2022,12/1/2022,Rape,5
368,Beaverton PD MIP,12,2022,12/1/2022,Robbery,6
369,Bend PD MIP,1,2022,1/1/2022,Agg Assault,9
370,Bend PD MIP,1,2022,1/1/2022,Arson,2
371,Bend PD MIP,1,2022,1/1/2022,Burglary,18
372,Bend PD MIP,1,2022,1/1/2022,Larceny,51
373,Bend PD MIP,1,2022,1/1/2022,MVT,9
374,Bend PD MIP,1,2022,1/1/2022,Murder,0
375,Bend PD MIP,1,2022,1/1/2022,Rape,2
376,Bend PD MIP,1,2022,1/1/2022,Robbery,3
377,Bend PD MIP,1,2023,1/1/2023,Agg Assault,8
378,Bend PD MIP,1,2023,1/1/2023,Arson,3
379,Bend PD MIP,1,2023,1/1/2023,Burglary,8
380,Bend PD MIP,1,2023,1/1/2023,Larceny,58
381,Bend PD MIP,1,2023,1/1/2023,MVT,9
382,Bend PD MIP,1,2023,1/1/2023,Murder,0
383,Bend PD MIP,1,2023,1/1/2023,Rape,0
384,Bend PD MIP,1,2023,1/1/2023,Robbery,3
385,Bend PD MIP,2,2022,2/1/2022,Agg Assault,6
386,Bend PD MIP,2,2022,2/1/2022,Arson,2
387,Bend PD MIP,2,2022,2/1/2022,Burglary,11
388,Bend PD MIP,2,2022,2/1/2022,Larceny,52
389,Bend PD MIP,2,2022,2/1/2022,MVT,12
390,Bend PD MIP,2,2022,2/1/2022,Murder,0
391,Bend PD MIP,2,2022,2/1/2022,Rape,2
392,Bend PD MIP,2,2022,2/1/2022,Robbery,3
393,Bend PD MIP,2,2023,2/1/2023,Agg Assault,4
394,Bend PD MIP,2,2023,2/1/2023,Arson,2
395,Bend PD MIP,2,2023,2/1/2023,Burglary,5
396,Bend PD MIP,2,2023,2/1/2023,Larceny,46
397,Bend PD MIP,2,2023,2/1/2023,MVT,10
398,Bend PD MIP,2,2023,2/1/2023,Murder,0
399,Bend PD MIP,2,2023,2/1/2023,Rape,5
400,Bend PD MIP,2,2023,2/1/2023,Robbery,5
401,Bend PD MIP,3,2022,3/1/2022,Agg Assault,4
402,Bend PD MIP,3,2022,3/1/2022,Arson,1
403,Bend PD MIP,3,2022,3/1/2022,Burglary,14
404,Bend PD MIP,3,2022,3/1/2022,Larceny,57
405,Bend PD MIP,3,2022,3/1/2022,MVT,12
406,Bend PD MIP,3,2022,3/1/2022,Murder,0
407,Bend PD MIP,3,2022,3/1/2022,Rape,1
408,Bend PD MIP,3,2022,3/1/2022,Robbery,3
409,Bend PD MIP,3,2023,3/1/2023,Agg Assault,9
410,Bend PD MIP,3,2023,3/1/2023,Arson,2
411,Bend PD MIP,3,2023,3/1/2023,Burglary,8
412,Bend PD MIP,3,2023,3/1/2023,Larceny,50
413,Bend PD MIP,3,2023,3/1/2023,MVT,14
414,Bend PD MIP,3,2023,3/1/2023,Murder,0
415,Bend PD MIP,3,2023,3/1/2023,Rape,2
416,Bend PD MIP,3,2023,3/1/2023,Robbery,4
417,Bend PD MIP,4,2022,4/1/2022,Agg Assault,6
418,Bend PD MIP,4,2022,4/1/2022,Arson,3
419,Bend PD MIP,4,2022,4/1/2022,Burglary,5
420,Bend PD MIP,4,2022,4/1/2022,Larceny,52
421,Bend PD MIP,4,2022,4/1/2022,MVT,9
422,Bend PD MIP,4,2022,4/1/2022,Murder,0
423,Bend PD MIP,4,2022,4/1/2022,Rape,2
424,Bend PD MIP,4,2022,4/1/2022,Robbery,1
425,Bend PD MIP,4,2023,4/1/2023,Agg Assault,9
426,Bend PD MIP,4,2023,4/1/2023,Arson,2
427,Bend PD MIP,4,2023,4/1/2023,Burglary,11
428,Bend PD MIP,4,2023,4/1/2023,Larceny,58
429,Bend PD MIP,4,2023,4/1/2023,MVT,4
430,Bend PD MIP,4,2023,4/1/2023,Murder,0
431,Bend PD MIP,4,2023,4/1/2023,Rape,3
432,Bend PD MIP,4,2023,4/1/2023,Robbery,1
433,Bend PD MIP,5,2022,5/1/2022,Agg Assault,11
434,Bend PD MIP,5,2022,5/1/2022,Arson,3
435,Bend PD MIP,5,2022,5/1/2022,Burglary,7
436,Bend PD MIP,5,2022,5/1/2022,Larceny,48
437,Bend PD MIP,5,2022,5/1/2022,MVT,15
438,Bend PD MIP,5,2022,5/1/2022,Murder,0
439,Bend PD MIP,5,2022,5/1/2022,Rape,5
440,Bend PD MIP,5,2022,5/1/2022,Robbery,2
441,Bend PD MIP,5,2023,5/1/2023,Agg Assault,4
442,Bend PD MIP,5,2023,5/1/2023,Arson,0
443,Bend PD MIP,5,2023,5/1/2023,Burglary,7
444,Bend PD MIP,5,2023,5/1/2023,Larceny,55
445,Bend PD MIP,5,2023,5/1/2023,MVT,4
446,Bend PD MIP,5,2023,5/1/2023,Murder,0
447,Bend PD MIP,5,2023,5/1/2023,Rape,0
448,Bend PD MIP,5,2023,5/1/2023,Robbery,3
449,Bend PD MIP,6,2022,6/1/2022,Agg Assault,7
450,Bend PD MIP,6,2022,6/1/2022,Arson,2
451,Bend PD MIP,6,2022,6/1/2022,Burglary,9
452,Bend PD MIP,6,2022,6/1/2022,Larceny,44
453,Bend PD MIP,6,2022,6/1/2022,MVT,13
454,Bend PD MIP,6,2022,6/1/2022,Murder,0
455,Bend PD MIP,6,2022,6/1/2022,Rape,1
456,Bend PD MIP,6,2022,6/1/2022,Robbery,5
457,Bend PD MIP,6,2023,6/1/2023,Agg Assault,8
458,Bend PD MIP,6,2023,6/1/2023,Arson,3
459,Bend PD MIP,6,2023,6/1/2023,Burglary,18
460,Bend PD MIP,6,2023,6/1/2023,Larceny,58
461,Bend PD MIP,6,2023,6/1/2023,MVT,2
462,Bend PD MIP,6,2023,6/1/2023,Murder,0
463,Bend PD MIP,6,2023,6/1/2023,Rape,1
464,Bend PD MIP,6,2023,6/1/2023,Robbery,1
465,Bend PD MIP,7,2022,7/1/2022,Agg Assault,7
466,Bend PD MIP,7,2022,7/1/2022,Arson,1
467,Bend PD MIP,7,2022,7/1/2022,Burglary,14
468,Bend PD MIP,7,2022,7/1/2022,Larceny,53
469,Bend PD MIP,7,2022,7/1/2022,MVT,14
470,Bend PD MIP,7,2022,7/1/2022,Murder,0
471,Bend PD MIP,7,2022,7/1/2022,Rape,4
472,Bend PD MIP,7,2022,7/1/2022,Robbery,0
473,Bend PD MIP,7,2023,7/1/2023,Agg Assault,10
474,Bend PD MIP,7,2023,7/1/2023,Arson,7
475,Bend PD MIP,7,2023,7/1/2023,Burglary,8
476,Bend PD MIP,7,2023,7/1/2023,Larceny,49
