"city_state_id","Agency Name","Month","Year","vio_crime","prop_crime","Murder","Rape","Robbery","Aggravated Assault","Burglary","Theft","Motor Vehicle Theft","Agency","State","Source.Link","Source.Type","Source.Method","pop23","Latitude","Longitude","Comment","ori","pub_agency_name","state_abbr","region_name","division_name","population","city_state","Agency_Type","State_ref"
"Parker,CO,City","Parker",1,2017,6,45,0,2,0,4,6,36,3,"Parker","West","https://coloradocrimestats.state.co.us/public/View/dispview.aspx","State UCR","Open Source",62431,NA,NA,"","CO0180500","Parker","CO","West","Mountain",62431,"Parker,CO","City","CO"
"Parker,TX,County","Parker",1,2017,8,57,0,4,1,3,13,39,5,"Parker","South","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",114776,NA,NA,"","TX1840000","Parker","TX","South","West South Central",114776,"Parker,TX","County","TX"
"Pasadena,TX,City","Pasadena",1,2017,61,337,0,6,16,39,55,247,35,"Pasadena","South","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",145850,NA,NA,"","TX1011500","Pasadena","TX","South","West South Central",145850,"Pasadena,TX","City","TX"
"Pawtucket,RI,City","Pawtucket",1,2017,26,157,0,1,2,23,41,104,12,"Pawtucket","Northeast","https://riucr.nibrs.com/AdvancedSearch/AdvancedSearch","State UCR","Open Source",75100,NA,NA,"","RI0040800","Pawtucket","RI","Northeast","New England",75100,"Pawtucket,RI","City","RI"
"Pearland,TX,City","Pearland",1,2017,14,192,1,3,1,9,26,158,8,"Pearland","South","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",127433,NA,NA,"","TX0201000","Pearland","TX","South","West South Central",127433,"Pearland,TX","City","TX"
"Pflugerville,TX,City","Pflugerville",1,2017,11,91,0,4,2,5,10,79,2,"Pflugerville","South","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",65599,NA,NA,"","TX2270900","Pflugerville","TX","South","West South Central",65599,"Pflugerville,TX","City","TX"
"Pharr,TX,City","Pharr",1,2017,16,128,0,2,8,6,21,106,1,"Pharr","South","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",80359,NA,NA,"","TX1081100","Pharr","TX","South","West South Central",80359,"Pharr,TX","City","TX"
"Philadelphia,PA,City","Philadelphia",1,2017,1314,3793,30,111,582,591,544,2785,464,"Philadelphia","Northeast","https://www.ucr.pa.gov/PAUCRSPUBLIC/SRSReport/CrimeTrends","State UCR","Open Source",1550843,NA,NA,"","PAPEP0000","Philadelphia","PA","Northeast","Middle Atlantic",1550843,"Philadelphia,PA","City","PA"
"Phoenix,AZ,City","Phoenix",1,2017,702,4426,6,106,240,350,1008,2827,591,"Phoenix","West","https://www.phoenixopendata.com/dataset/crime-data/resource/0ce3411a-2fc6-4302-a33f-167f68608a20","Agency RMS","Open Source",1660686,NA,NA,"","AZ0072300","Phoenix","AZ","West","Mountain",1660686,"Phoenix,AZ","City","AZ"
"Pima,AZ,County","Pima",1,2017,41,787,2,4,12,23,173,546,68,"Pima","West","https://azcrimestatistics.azdps.gov/","State UCR","Open Source",365222,NA,NA,"Inferred Jan-Feb 2019 from annual average","AZ0100000","Pima","AZ","West","Mountain",365222,"Pima,AZ","County","AZ"
"Pinal,AZ,County","Pinal",1,2017,18,184,3,3,2,10,48,123,13,"Pinal","West","https://azcrimestatistics.azdps.gov/","State UCR","Open Source",229832,NA,NA,"","AZ0110000","Pinal","AZ","West","Mountain",229832,"Pinal,AZ","County","AZ"
"Pittsburgh,PA,City","Pittsburgh",1,2017,4,0,4,NA,NA,NA,NA,NA,NA,"Pittsburgh","Northeast","https://app.powerbigov.us/view?r=eyJrIjoiMDYzNWMyNGItNWNjMS00ODMwLWIxZDgtMTNkNzhlZDE2OWFjIiwidCI6ImY1ZjQ3OTE3LWM5MDQtNDM2OC05MTIwLWQzMjdjZjE3NTU5MSJ9","Agency Aggregated","Open Source",304825,NA,NA,"","PAPPD0000","Pittsburgh","PA","Northeast","Middle Atlantic",304825,"Pittsburgh,PA","City","PA"
"Plano,TX,City","Plano",1,2017,39,459,1,9,9,20,59,363,37,"Plano","South","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",291140,NA,NA,"","TX0430600","Plano","TX","South","West South Central",291140,"Plano,TX","City","TX"
"Plymouth,MN,City","Plymouth",1,2017,5,81,0,2,1,2,16,62,3,"Plymouth","Midwest","https://cde.state.mn.us/","State UCR","Open Source",77576,NA,NA,"","MN0271700","Plymouth","MN","Midwest","West North Central",77576,"Plymouth,MN","City","MN"
"Pocatello,ID,City","Pocatello",1,2017,18,117,0,1,1,16,32,75,10,"Pocatello","West","https://nibrs.isp.idaho.gov/CrimeInIdaho/AdvancedSearch/AdvancedSearch","State UCR","Open Source",58390,NA,NA,"","ID0030200","Pocatello","ID","West","Mountain",58390,"Pocatello,ID","City","ID"
"Port Arthur,TX,City","Port Arthur",1,2017,32,161,1,0,11,20,51,95,15,"Port Arthur","South","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",55371,NA,NA,"","TX1230700","Port Arthur","TX","South","West South Central",55371,"Port Arthur,TX","City","TX"
"Portland,OR,City","Portland",1,2017,219,2813,0,21,77,121,321,1822,670,"Portland","West","https://public.tableau.com/app/profile/portlandpolicebureau/viz/New_Monthly_Neighborhood/MonthlyOffenseTotals","Agency RMS","Open Source",626146,NA,NA,"","OR0260200","Portland","OR","West","Pacific",626146,"Portland,OR","City","OR"
"Portsmouth,VA,City","Portsmouth",1,2017,47,430,3,2,21,21,112,274,44,"Portsmouth","South","https://vsp.virginia.gov/","State UCR","Provided by State UCR Program",96649,NA,NA,"","VA1200000","Portsmouth","VA","South","South Atlantic",96649,"Portsmouth,VA","City","VA"
"Prescott Valley,AZ,City","Prescott Valley",1,2017,8,97,0,2,0,6,10,84,3,"Prescott Valley","West","https://azcrimestatistics.azdps.gov/","State UCR","Open Source",50166,NA,NA,"","AZ0131100","Prescott Valley","AZ","West","Mountain",50166,"Prescott Valley,AZ","City","AZ"
"Prince George's,MD,County","Prince George's",1,2017,220,1342,3,9,95,113,198,918,226,"Prince George's","South","https://data.princegeorgescountymd.gov/browse?category=Public+Safety&sortBy=relevance&page=1&pageSize=20","Agency RMS","Open Source",725229,NA,NA,"Used FBI data for Jan & Feb 2017, agency data since","MD0172100","Prince George's","MD","South","South Atlantic",725229,"Prince George's,MD","County","MD"
"Prince William,VA,County","Prince William",1,2017,81,410,1,9,20,51,45,328,37,"Prince William","South","From VA","State UCR","From VA",480467,NA,NA,"","VA0750300","Prince William","VA","South","South Atlantic",480467,"Prince William,VA","County","VA"
"Providence,RI,City","Providence",1,2017,82,546,0,10,29,43,108,380,58,"Providence","Northeast","https://riucr.nibrs.com/AdvancedSearch/AdvancedSearch","State UCR","Open Source",189590,NA,NA,"","RI0040900","Providence","RI","Northeast","New England",189590,"Providence,RI","City","RI"
"Pueblo,CO,City","Pueblo",1,2017,95,522,0,13,19,63,98,341,83,"Pueblo","West","https://coloradocrimestats.state.co.us/public/View/dispview.aspx","State UCR","Open Source",111240,NA,NA,"","CO0510100","Pueblo","CO","West","Mountain",111240,"Pueblo,CO","City","CO"
"Raleigh,NC,City","Raleigh",8,2017,145,1081,4,18,49,74,222,801,58,"Raleigh","South","From NC","State UCR","Provided by Agency",482842,NA,NA,"","NC0920100","Raleigh","NC","South","South Atlantic",482842,"Raleigh,NC","City","NC"
"Rapid City,SD,City","Rapid City",1,2017,37,230,3,6,5,23,22,179,29,"Rapid City","Midwest","https://sdcrime.nibrs.com/AdvancedSearch/AdvancedSearch","State UCR","Open Source",80850,NA,NA,"","SD0510100","Rapid City","SD","Midwest","West North Central",80850,"Rapid City,SD","City","SD"
"Reading,PA,City","Reading",1,2017,31,190,0,1,17,13,59,118,13,"Reading","Northeast","https://www.ucr.pa.gov/PAUCRSPUBLIC/SRSReport/CrimeTrends","State UCR","Open Source",97790,NA,NA,"","PA0061400","Reading","PA","Northeast","Middle Atlantic",97790,"Reading,PA","City","PA"
"Redlands,CA,City","Redlands",1,2017,19,230,0,3,4,12,45,164,21,"Redlands","West","https://www.cityofredlands.org/police","Agency Aggregated","Provided by Agency",74147,NA,NA,"","CA0360800","Redlands","CA","West","Pacific",74147,"Redlands,CA","City","CA"
"Reno,NV,City","Reno",1,2017,136,665,2,14,32,88,119,404,142,"Reno","West","https://nevadacrimestats.nv.gov/public/View/dispview.aspx","State UCR","Open Source",277792,NA,NA,"","NV0160100","Reno","NV","West","Mountain",277792,"Reno,NV","City","NV"
"Revere,MA,City","Revere",1,2017,17,96,0,1,2,14,21,68,7,"Revere","Northeast","https://www.mass.gov/crime-statistics","State UCR","Provided by State UCR Program",57132,NA,NA,"","MA0130400","Revere","MA","Northeast","New England",57132,"Revere,MA","City","MA"
"Richardson,TX,City","Richardson",1,2017,16,181,0,4,8,4,36,125,20,"Richardson","South","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",119008,NA,NA,"","TX0572000","Richardson","TX","South","West South Central",119008,"Richardson,TX","City","TX"
"Richmond,CA,City","Richmond",1,2017,100,399,1,6,35,58,63,214,122,"Richmond","West","https://www.ci.richmond.ca.us/4010/Crime-Statistics-Reports","Agency Aggregated","Open Source",113282,NA,NA,"","CA0071000","Richmond","CA","West","Pacific",113282,"Richmond,CA","City","CA"
"Richmond,VA,City","Richmond",1,2017,113,792,9,3,47,54,146,527,119,"Richmond","South","https://apps.richmondgov.com/applications/CrimeInfo","Agency RMS","Open Source",230789,NA,NA,"","VA1220000","Richmond","VA","South","South Atlantic",230789,"Richmond,VA","City","VA"
"Riverside,CA,City","Riverside",1,2017,131,942,0,NA,53,78,165,611,166,"Riverside","West","https://www.riversideca.gov/transparency/data/dataset/show/27","Agency RMS","Open Source",323473,NA,NA,"","CA0331300","Riverside","CA","West","Pacific",323473,"Riverside,CA","City","CA"
"Rochester,MN,City","Rochester",1,2017,19,199,0,7,1,11,33,158,8,"Rochester","Midwest","https://cde.state.mn.us/","State UCR","Open Source",122035,NA,NA,"","MN0550100","Rochester","MN","Midwest","West North Central",122035,"Rochester,MN","City","MN"
"Rochester,NY,City","Rochester",1,2017,109,622,0,NA,70,39,105,480,37,"Rochester","Northeast","https://data-rpdny.opendata.arcgis.com/datasets/rpdny::rpd-part-i-crime-2011-to-present/explore","Agency RMS","Open Source",208452,NA,NA,"","NY0270100","Rochester","NY","Northeast","Middle Atlantic",208452,"Rochester,NY","City","NY"
"Rockford,IL,City","Rockford",1,2017,238,448,1,5,48,184,142,258,48,"Rockford","Midwest","https://ilucr.nibrs.com/AdvancedSearch/AdvancedSearch","State UCR","Open Source",145873,NA,NA,"","IL1010400","Rockford","IL","Midwest","East North Central",145873,"Rockford,IL","City","IL"
"Rockwall,TX,City","Rockwall",1,2017,10,72,0,6,0,4,5,59,8,"Rockwall","South","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",53433,NA,NA,"","TX1990100","Rockwall","TX","South","West South Central",53433,"Rockwall,TX","City","TX"
"Rocky Mount,NC,City","Rocky Mount",7,2018,44,114,3,0,8,33,30,77,7,"Rocky Mount","South","From NC","State UCR","Provided by Agency",53865,NA,NA,"","NC0330100","Rocky Mount","NC","South","South Atlantic",53865,"Rocky Mount,NC","City","NC"
"Round Rock,TX,City","Round Rock",1,2017,10,231,0,2,4,4,15,215,1,"Round Rock","South","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",129898,NA,NA,"","TX2460500","Round Rock","TX","South","West South Central",129898,"Round Rock,TX","City","TX"
"Rowlett,TX,City","Rowlett",1,2017,6,66,0,0,3,3,5,58,3,"Rowlett","South","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",66671,NA,NA,"","TX0573300","Rowlett","TX","South","West South Central",66671,"Rowlett,TX","City","TX"
"Royal Oak,MI,City","Royal Oak",1,2017,3,42,0,0,1,2,2,35,5,"Royal Oak","Midwest","https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard","State UCR","Open Source",57233,NA,NA,"","MI6371400","Royal Oak","MI","Midwest","East North Central",57233,"Royal Oak,MI","City","MI"
"Salem,OR,City","Salem",1,2017,43,568,0,2,10,31,79,431,58,"Salem","West","https://www.oregon.gov/osp/pages/uniform-crime-reporting-data.aspx","State UCR","Open Source",178276,NA,NA,"","OR0240200","Salem","OR","West","Pacific",178276,"Salem,OR","City","OR"
"Salt Lake City,UT,City","Salt Lake City",1,2017,101,1335,0,17,39,45,127,1035,173,"Salt Lake City","West","https://slcpd.com/open-data/crimestatistics/","Agency Aggregated","Open Source",206692,NA,NA,"","UT0180300","Salt Lake City","UT","West","Mountain",206692,"Salt Lake City,UT","City","UT"
"San Angelo,TX,City","San Angelo",1,2017,31,378,0,8,10,13,75,279,24,"San Angelo","South","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",98642,NA,NA,"","TX2260100","San Angelo","TX","South","West South Central",98642,"San Angelo,TX","City","TX"
"San Antonio,TX,City","San Antonio",1,2017,982,6967,15,96,228,643,1171,5106,690,"San Antonio","South","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",1490047,NA,NA,"","TXSPD0000","San Antonio","TX","South","West South Central",1490047,"San Antonio,TX","City","TX"
"San Diego,CA,City","San Diego",2,2024,444,1986,3,30,98,313,206,1305,475,"San Diego","West","https://crimestats.arjis.org/default.aspx","Agency Aggregated","Open Source",1378349,NA,NA,"","CA0371100","San Diego","CA","West","Pacific",1378349,"San Diego,CA","City","CA"
"San Diego,CA,County","San Diego",1,2017,232,902,4,29,46,153,226,541,135,"San Diego","West","https://crimestats.arjis.org/default.aspx","Agency Aggregated","Open Source",519218,NA,NA,"See County Sheriff","CA0370000","San Diego","CA","West","Pacific",519218,"San Diego,CA","County","CA"
"San Francisco,CA,City","San Francisco",1,2017,524,4508,6,45,241,232,433,3666,409,"San Francisco","West","https://www.sanfranciscopolice.org/stay-safe/crime-data/crime-reports","Agency Aggregated","Open Source",782846,NA,NA,"","CA0380100","San Francisco","CA","West","Pacific",782846,"San Francisco,CA","City","CA"
"San Jose,CA,City","San Jose",1,2017,312,2444,4,50,101,157,373,1194,877,"San Jose","West","https://www.sjpd.org/records/crime-stats-maps/police-dashboards","Agency Aggregated","Open Source",952530,NA,NA,"","CA0431300","San Jose","CA","West","Pacific",952530,"San Jose,CA","City","CA"
"San Marcos,TX,City","San Marcos",1,2017,20,171,0,6,7,7,26,128,17,"San Marcos","South","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",71413,NA,NA,"","TX1050100","San Marcos","TX","South","West South Central",71413,"San Marcos,TX","City","TX"
"Sarasota,FL,County","Sarasota",1,2017,36,392,0,2,6,28,62,308,22,"Sarasota","South","https://www.sarasotasheriff.org/news/crime_crash_statistics/uniform_crime_reporting_statistics.php#revize_document_center_rz1986","Agency Aggregated","Open Source",294526,NA,NA,"","FL0580000","Sarasota","FL","South","South Atlantic",294526,"Sarasota,FL","County","FL"
"Schaumburg,IL,City","Schaumburg",1,2017,7,102,0,1,5,1,6,92,4,"Schaumburg","Midwest","https://ilucr.nibrs.com/AdvancedSearch/AdvancedSearch","State UCR","Open Source",75140,NA,NA,"Inferred Jan-Mar 2021 from annual average","IL0162A00","Schaumburg","IL","Midwest","East North Central",75140,"Schaumburg,IL","City","IL"
"Scottsdale,AZ,City","Scottsdale",1,2017,46,505,2,11,14,19,85,393,27,"Scottsdale","West","https://azcrimestatistics.azdps.gov/","State UCR","Open Source",243644,NA,NA,"","AZ0072500","Scottsdale","AZ","West","Mountain",243644,"Scottsdale,AZ","City","AZ"
"Scranton,PA,City","Scranton",1,2017,13,134,0,1,9,3,38,84,12,"Scranton","Northeast","https://www.ucr.pa.gov/PAUCRSPUBLIC/SRSReport/CrimeTrends","State UCR","Open Source",75687,NA,NA,"","PA0350400","Scranton","PA","Northeast","Middle Atlantic",75687,"Scranton,PA","City","PA"
"Seattle,WA,City","Seattle",1,2017,330,3295,2,33,114,181,673,2312,310,"Seattle","West","https://www.seattle.gov/police/information-and-data/data/crime-dashboard","Agency Aggregated","Open Source",753786,NA,NA,"","WASPD0000","Seattle","WA","West","Pacific",753786,"Seattle,WA","City","WA"
"Shelby Township,MI,City","Shelby Township",1,2017,12,43,1,4,1,6,5,37,1,"Shelby Township","Midwest","https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard","State UCR","Open Source",79545,NA,NA,"","MI5074000","Shelby Township","MI","Midwest","East North Central",79545,"Shelby Township,MI","City","MI"
"Sioux Falls,SD,City","Sioux Falls",1,2017,68,398,1,9,12,46,41,291,66,"Sioux Falls","Midwest","https://sdcrime.nibrs.com/AdvancedSearch/AdvancedSearch","State UCR","Open Source",206559,NA,NA,"","SD0490200","Sioux Falls","SD","Midwest","West North Central",206559,"Sioux Falls,SD","City","SD"
"Skokie,IL,City","Skokie",1,2017,19,122,0,3,2,14,18,102,2,"Skokie","Midwest","https://ilucr.nibrs.com/AdvancedSearch/AdvancedSearch","State UCR","Open Source",64417,NA,NA,"","IL0164A00","Skokie","IL","Midwest","East North Central",64417,"Skokie,IL","City","IL"
"Smith,TX,County","Smith",1,2017,14,204,1,0,5,8,62,119,23,"Smith","South","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",111489,NA,NA,"","TX2120000","Smith","TX","South","West South Central",111489,"Smith,TX","County","TX"
"Somerville,MA,City","Somerville",1,2017,20,88,0,0,3,17,16,66,6,"Somerville","Northeast","https://www.mass.gov/crime-statistics","State UCR","Provided by State UCR Program",79513,NA,NA,"","MA0093900","Somerville","MA","Northeast","New England",79513,"Somerville,MA","City","MA"
"Sonoma,CA,County","Sonoma",1,2017,47,94,0,11,7,29,55,36,3,"Sonoma","West","https://data.sonomacounty.ca.gov/Public-Safety/Sonoma-County-Sheriff-s-Office-Incident-Data/3rsj-iche/explore/query/SELECT%0A%20%20%60id%60%2C%0A%20%20%60agency_code%60%2C%0A%20%20%60agency%60%2C%0A%20%20%60incident_number%60%2C%0A%20%20%60date_time%60%2C%0A%20%20%60incident_type%60%2C%0A%20%20%60location_type%60%2C%0A%20%20%60city%60%2C%0A%20%20%60intersection%60%2C%0A%20%20%60location%60%2C%0A%20%20%60upload%60/page/filter","Agency RMS","Open Source",131522,NA,NA,"","CA0490000","Sonoma","CA","West","Pacific",131522,"Sonoma,CA","County","CA"
"South Bend,IN,City","South Bend",1,2017,76,426,0,5,42,29,126,248,52,"South Bend","Midwest","https://southbendin.gov/transparency-and-performance/police-transparency-hub/particrimes/","Agency Aggregated","Open Source",102999,NA,NA,"Inferred Apr-Nov 2021 from annual state total","IN0710200","South Bend","IN","Midwest","East North Central",102999,"South Bend,IN","City","IN"
"Southaven,MS,City","Southaven",1,2017,11,151,3,2,4,2,22,126,3,"Southaven","South","https://mscrimestats.dps.ms.gov/public/View/dispview.aspx","State UCR","Open Source",57135,NA,NA,"","MS0170100","Southaven","MS","South","East South Central",57135,"Southaven,MS","City","MS"
"Southfield,MI,City","Southfield",1,2017,10,139,1,0,4,5,18,100,21,"Southfield","Midwest","https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard","State UCR","Open Source",74960,NA,NA,"","MI6375100","Southfield","MI","Midwest","East North Central",74960,"Southfield,MI","City","MI"
"Sparks,NV,City","Sparks",1,2017,40,253,1,5,11,23,50,159,44,"Sparks","West","https://nevadacrimestats.nv.gov/public/View/dispview.aspx","State UCR","Open Source",109403,NA,NA,"","NV0160200","Sparks","NV","West","Mountain",109403,"Sparks,NV","City","NV"
"Spokane,WA,City","Spokane",1,2017,133,1208,1,17,35,80,190,851,167,"Spokane","West","https://my.spokanecity.org/police/","Agency RMS","Provided by Agency",230648,NA,NA,"","WA0320400","Spokane","WA","West","Pacific",230648,"Spokane,WA","City","WA"
"Spotsylvania,VA,County","Spotsylvania",1,2017,17,123,0,6,4,7,17,100,6,"Spotsylvania","South","From VA","State UCR","From VA",149957,NA,NA,"","VA0880000","Spotsylvania","VA","South","South Atlantic",149957,"Spotsylvania,VA","County","VA"
"Springfield,MO,City","Springfield",1,2017,175,1271,2,26,48,99,179,912,180,"Springfield","Midwest","https://showmecrime.mo.gov/","State UCR","Open Source",170521,NA,NA,"","MO0390300","Springfield","MO","Midwest","West North Central",170521,"Springfield,MO","City","MO"
"Springfield,OH,City","Springfield",1,2017,28,325,1,4,9,14,88,202,35,"Springfield","Midwest","https://ocjs.ohio.gov/","State UCR","Provided by State UCR Program",57866,NA,NA,"","OH0120200","Springfield","OH","Midwest","East North Central",57866,"Springfield,OH","City","OH"
"Springfield,OR,City","Springfield",1,2017,15,227,0,1,3,11,19,197,11,"Springfield","West","https://www.oregon.gov/osp/pages/uniform-crime-reporting-data.aspx","State UCR","Open Source",61185,NA,NA,"","OR0200600","Springfield","OR","West","Pacific",61185,"Springfield,OR","City","OR"
"St Charles,MO,City","St Charles",1,2017,10,186,0,4,0,6,50,123,13,"St Charles","Midwest","https://showmecrime.mo.gov/","State UCR","Open Source",71408,NA,NA,"","MO0920300","St Charles","MO","Midwest","West North Central",71408,"St Charles,MO","City","MO"
"St Joseph,MO,City","St Joseph",1,2017,32,396,0,5,11,16,41,290,65,"St Joseph","Midwest","https://showmecrime.mo.gov/","State UCR","Open Source",69925,NA,NA,"","MO0110100","St Joseph","MO","Midwest","West North Central",69925,"St Joseph,MO","City","MO"
"St Louis,MO,City","St Louis",1,2017,15,0,15,NA,NA,NA,NA,NA,NA,"St Louis","Midwest","https://showmecrime.mo.gov/","State UCR","Open Source",280108,NA,NA,"","MOSPD0000","St Louis","MO","Midwest","West North Central",280108,"St Louis,MO","City","MO"
"St Peters,MO,City","St Peters",1,2017,27,145,0,8,1,18,16,110,19,"St Peters","Midwest","https://showmecrime.mo.gov/","State UCR","Open Source",58937,NA,NA,"","MO0920400","St Peters","MO","Midwest","West North Central",58937,"St Peters,MO","City","MO"
"St. Clair Shores,MI,City","St. Clair Shores",1,2017,7,57,0,3,1,3,8,43,6,"St. Clair Shores","Midwest","https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard","State UCR","Open Source",57257,NA,NA,"","MI5072200","St. Clair Shores","MI","Midwest","East North Central",57257,"St. Clair Shores,MI","City","MI"
"St. Cloud,MN,City","St. Cloud",1,2017,20,223,0,4,6,10,26,174,23,"St. Cloud","Midwest","https://cde.state.mn.us/","State UCR","Open Source",69922,NA,NA,"","MN0730400","St. Cloud","MN","Midwest","West North Central",69922,"St. Cloud,MN","City","MN"
"St. Paul,MN,City","St. Paul",1,2017,196,850,3,12,68,113,180,461,209,"St. Paul","Midwest","https://cde.state.mn.us/","State UCR","Open Source",300368,NA,NA,"","MN0620900","St. Paul","MN","Midwest","West North Central",300368,"St. Paul,MN","City","MN"
"Stafford,VA,County","Stafford",1,2017,24,203,2,3,5,14,23,171,9,"Stafford","South","From VA","State UCR","From VA",166413,NA,NA,"","VA0890000","Stafford","VA","South","South Atlantic",166413,"Stafford,VA","County","VA"
"Stamford,CT,City","Stamford",12,2019,17,140,0,0,5,12,12,116,12,"Stamford","Northeast","https://ct.beyond2020.com/ct_public/Dim/dimension.aspx","State UCR","Open Source",136512,NA,NA,"","CT0013500","Stamford","CT","Northeast","New England",136512,"Stamford,CT","City","CT"
"Stark,OH,County","Stark",1,2017,12,153,0,2,3,7,46,99,8,"Stark","Midwest","From OH","State UCR","From OH",117590,NA,NA,"","OH0760000","Stark","OH","Midwest","East North Central",117590,"Stark,OH","County","OH"
"Sterling Heights,MI,City","Sterling Heights",1,2017,13,111,1,2,2,8,18,84,9,"Sterling Heights","Midwest","https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard","State UCR","Open Source",131801,NA,NA,"","MI5076500","Sterling Heights","MI","Midwest","East North Central",131801,"Sterling Heights,MI","City","MI"
"Stockton,CA,City","Stockton",1,2017,302,1015,0,7,73,222,201,622,192,"Stockton","West","https://www.stocktonca.gov/services/police_department/police_news___information/statistical_reports.php#outer-629","Agency Aggregated","Open Source",322220,NA,NA,"Inferred Jan-Feb 2021 from annual state total","CA0390500","Stockton","CA","West","Pacific",322220,"Stockton,CA","City","CA"
"Stratford,CT,City","Stratford",3,2023,2,74,0,0,2,0,2,62,10,"Stratford","Northeast","https://ct.beyond2020.com/ct_public/Dim/dimension.aspx","State UCR","Open Source",52596,NA,NA,"","CT0013800","Stratford","CT","Northeast","New England",52596,"Stratford,CT","City","CT"
"Suffolk,VA,City","Suffolk",1,2017,23,166,0,1,1,21,34,126,6,"Suffolk","South","https://vsp.virginia.gov/","State UCR","Provided by State UCR Program",100598,NA,NA,"","VA1270000","Suffolk","VA","South","South Atlantic",100598,"Suffolk,VA","City","VA"
"Sugar Land,TX,City","Sugar Land",1,2017,3,120,0,0,2,1,17,97,6,"Sugar Land","South","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",108718,NA,NA,"","TX0790500","Sugar Land","TX","South","West South Central",108718,"Sugar Land,TX","City","TX"
"Surprise,AZ,City","Surprise",1,2017,6,276,0,0,3,3,23,238,15,"Surprise","West","https://azcrimestatistics.azdps.gov/","State UCR","Open Source",159346,NA,NA,"","AZ0072700","Surprise","AZ","West","Mountain",159346,"Surprise,AZ","City","AZ"
"Tacoma,WA,City","Tacoma",1,2017,120,1178,3,NA,30,87,169,799,210,"Tacoma","West","https://public.tableau.com/app/profile/city.of.tacoma/viz/TacomaPoliceCrimeDashboard/CrimeDashboard-IntroPage","Agency Aggregated","Open Source",222828,NA,NA,"","WA0270300","Tacoma","WA","West","Pacific",222828,"Tacoma,WA","City","WA"
"Taunton,MA,City","Taunton",1,2017,11,44,0,2,1,8,8,30,6,"Taunton","Northeast","https://www.mass.gov/crime-statistics","State UCR","Provided by State UCR Program",60356,NA,NA,"","MA0031900","Taunton","MA","Northeast","New England",60356,"Taunton,MA","City","MA"
"Taylor,MI,City","Taylor",1,2017,31,104,0,1,4,26,29,63,12,"Taylor","Midwest","https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard","State UCR","Open Source",61781,NA,NA,"","MI8277500","Taylor","MI","Midwest","East North Central",61781,"Taylor,MI","City","MI"
"Tempe,AZ,City","Tempe",1,2017,81,712,2,11,23,45,101,566,45,"Tempe","West","https://azcrimestatistics.azdps.gov/","State UCR","Open Source",188144,NA,NA,"","AZ0072900","Tempe","AZ","West","Mountain",188144,"Tempe,AZ","City","AZ"
"Texas City,TX,City","Texas City",1,2017,22,166,0,1,10,11,30,132,4,"Texas City","South","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",57448,NA,NA,"","TX0840900","Texas City","TX","South","West South Central",57448,"Texas City,TX","City","TX"
"Thornton,CO,City","Thornton",1,2017,93,339,0,12,12,69,50,213,76,"Thornton","West","https://coloradocrimestats.state.co.us/public/View/dispview.aspx","State UCR","Open Source",143838,NA,NA,"","CO0010400","Thornton","CO","West","Mountain",143838,"Thornton,CO","City","CO"
"Tigard,OR,City","Tigard",1,2017,13,110,0,4,5,4,11,92,7,"Tigard","West","https://www.oregon.gov/osp/pages/uniform-crime-reporting-data.aspx","State UCR","Open Source",56142,NA,NA,"","OR0340400","Tigard","OR","West","Pacific",56142,"Tigard,OR","City","OR"
"Tinley Park,IL,City","Tinley Park",1,2017,4,36,0,2,1,1,3,32,1,"Tinley Park","Midwest","https://ilucr.nibrs.com/AdvancedSearch/AdvancedSearch","State UCR","Open Source",53528,NA,NA,"","IL0165M00","Tinley Park","IL","Midwest","East North Central",53528,"Tinley Park,IL","City","IL"
