"Agency Name","Murder","Rape","Robbery","Aggravated Assault","Burglary","Theft","Motor Vehicle Theft","Year","Month","State","city_state","Agency_Type","city_state_id"
"Fremont",NA,NA,NA,NA,NA,NA,NA,2025,3,"CA","Fremont,CA","City","Fremont,CA,City"
"Fresno",2,19,69,282,179,794,204,2025,8,"CA","Fresno,CA","City","Fresno,CA,City"
"Frisco",0,2,3,17,5,146,6,2025,8,"TX","Frisco,TX","City","Frisco,TX,City"
"Fullerton",0,2,8,42,22,139,21,2025,8,"CA","Fullerton,CA","City","Fullerton,CA,City"
"Galveston",0,5,5,9,14,84,11,2025,8,"TX","Galveston,TX","City","Galveston,TX,City"
"Gardena",0,1,12,22,22,90,35,2025,8,"CA","Gardena,CA","City","Gardena,CA,City"
"Garland",1,3,6,17,32,266,51,2025,8,"TX","Garland,TX","City","Garland,TX,City"
"Gastonia",1,2,9,54,35,165,19,2025,8,"NC","Gastonia,NC","City","Gastonia,NC,City"
"Georgetown",0,0,0,12,17,60,9,2025,8,"TX","Georgetown,TX","City","Georgetown,TX,City"
"Gilbert",1,8,1,26,18,180,15,2025,8,"AZ","Gilbert,AZ","City","Gilbert,AZ,City"
"Gilroy",0,3,4,15,5,71,18,2025,8,"CA","Gilroy,CA","City","Gilroy,CA,City"
"Glendale",NA,NA,NA,NA,NA,NA,NA,2025,8,"AZ","Glendale,AZ","City","Glendale,AZ,City"
"Glendale",0,2,14,30,14,235,17,2025,8,"CA","Glendale,CA","City","Glendale,CA,City"
"Goodyear",0,2,1,13,9,101,8,2025,8,"AZ","Goodyear,AZ","City","Goodyear,AZ,City"
"Grand Forks",0,1,3,10,2,63,5,2025,8,"ND","Grand Forks,ND","City","Grand Forks,ND,City"
"Grand Island",0,1,0,13,5,53,5,2025,8,"NE","Grand Island,NE","City","Grand Island,NE,City"
"Grand Junction",0,7,2,25,12,120,8,2025,8,"CO","Grand Junction,CO","City","Grand Junction,CO,City"
