"city_state_id","Agency Name","Murder","Rape","Robbery","Aggravated Assault","Burglary","Theft","Motor Vehicle Theft","Year","Month","State.x","city_state.x","Agency_Type.x","vio_crime","prop_crime","Agency","State.y","Source.Link","Source.Type","Source.Method","pop23","Latitude","Longitude","Comment","X","X.1","X.2","ori","pub_agency_name","state_abbr","region_name","division_name","population","city_state.y","Agency_Type.y","State"
"Travis,TX,County","Travis",1,16,5,50,99,187,21,2017,1,"TX","Travis,TX","County",72,307,"Travis","TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",277111,NA,NA,"Inferred Jan & Aug 2023 from 12 month average","","",NA,"TX2270000","Travis","TX","South","West South Central",277111,"Travis, TX","County","South"
"Troy,MI,City","Troy",0,1,0,4,9,80,4,2017,1,"MI","Troy,MI","City",5,93,"Troy","MI","https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard","State UCR","Open Source",87265,NA,NA,"","","",NA,"MI6378400","Troy","MI","Midwest","East North Central",87265,"Troy, MI","City","Midwest"
"Tucson,AZ,City","Tucson",3,48,124,185,399,1671,141,2017,1,"AZ","Tucson,AZ","City",360,2211,"Tucson","AZ","https://app.powerbigov.us/view?r=eyJrIjoiY2ViZmNiYzAtMDQ5ZC00OTMwLTliMTgtYjM1ZjAwYjJlMTkzIiwidCI6ImQyMWU1OWVjLWMyMDgtNDNlYi1hYWYxLWNmMDZkOWExOTZlMCJ9&pageName=ReportSectionccd6be2a1a0db780dadd","Agency Aggregated","Open Source",548544,NA,NA,"","","",NA,"AZ0100300","Tucson","AZ","West","Mountain",548544,"Tucson, AZ","City","West"
"Tyler,TX,City","Tyler",0,9,3,32,51,228,15,2017,1,"TX","Tyler,TX","City",44,294,"Tyler","TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",110824,NA,NA,"","","",NA,"TX2120400","Tyler","TX","South","West South Central",110824,"Tyler, TX","City","South"
"Upper Darby,PA,City","Upper Darby",0,1,17,12,15,104,16,2017,1,"PA","Upper Darby,PA","City",30,135,"Upper Darby","PA","https://www.ucr.pa.gov/PAUCRSPUBLIC/SRSReport/CrimeTrends","State UCR","Open Source",84468,NA,NA,"","","",NA,"PA0233700","Upper Darby","PA","Northeast","Middle Atlantic",84468,"Upper Darby, PA","City","Northeast"
"Victoria,TX,City","Victoria",0,5,7,12,45,150,8,2017,1,"TX","Victoria,TX","City",24,203,"Victoria","TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",65298,NA,NA,"","","",NA,"TX2350100","Victoria","TX","South","West South Central",65298,"Victoria, TX","City","South"
"Virginia Beach,VA,City","Virginia Beach",2,5,38,14,65,583,26,2017,1,"VA","Virginia Beach,VA","City",59,674,"Virginia Beach","VA","https://vsp.virginia.gov/","State UCR","Provided by State UCR Program",453991,NA,NA,"","","",NA,"VA1280000","Virginia Beach","VA","South","South Atlantic",453991,"Virginia Beach, VA","City","South"
"Waco,TX,City","Waco",0,7,6,25,81,343,10,2017,1,"TX","Waco,TX","City",38,434,"Waco","TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",145741,NA,NA,"","","",NA,"TX1551200","Waco","TX","South","West South Central",145741,"Waco, TX","City","South"
"Wake Forest,NC,City","Wake Forest",0,1,2,3,9,24,0,2017,1,"NC","Wake Forest,NC","City",6,33,"Wake Forest","NC","From NC","State UCR","Provided by State UCR Program",52609,NA,NA,"Inferred Jan - May 2019 from annual average","","",NA,"NC0920700","Wake Forest","NC","South","South Atlantic",52609,"Wake Forest, NC","City","South"
"Wake,NC,County","Wake",0,0,2,8,75,66,6,2017,1,"NC","Wake,NC","County",10,147,"Wake","NC","From NC","State UCR","Provided by State UCR Program",198748,NA,NA,"Inferred Oct 2018 from annual average","","",NA,"NC0920000","Wake","NC","South","South Atlantic",198748,"Wake, NC","County","South"
"Waltham,MA,City","Waltham",0,1,1,6,6,28,2,2017,1,"MA","Waltham,MA","City",8,36,"Waltham","MA","https://www.mass.gov/crime-statistics","State UCR","Provided by State UCR Program",63797,NA,NA,"","","",NA,"MA0094700","Waltham","MA","Northeast","New England",63797,"Waltham, MA","City","Northeast"
"Warren,MI,City","Warren",1,9,11,35,52,127,39,2017,1,"MI","Warren,MI","City",56,218,"Warren","MI","https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard","State UCR","Open Source",136121,NA,NA,"","","",NA,"MI5080600","Warren","MI","Midwest","East North Central",136121,"Warren, MI","City","Midwest"
"Warren,OH,County","Warren",0,2,1,7,48,112,15,2017,1,"OH","Warren,OH","County",10,175,"Warren","OH","From OH","State UCR","Provided by State UCR Program",102918,NA,NA,"","","",NA,"OH0830000","Warren","OH","Midwest","East North Central",102918,"Warren, OH","County","Midwest"
"Washington,DC,City","Washington",8,22,212,184,153,2273,169,2017,1,"DC","Washington,DC","City",426,2595,"Washington","DC","https://crimecards.dc.gov/","Agency RMS","Open Source",678972,NA,NA,"","","",NA,"DCMPD0000","Washington","DC","South","South Atlantic",678972,"Washington, DC","City","South"
"Washington,OR,County","Washington",0,12,3,16,23,124,15,2017,1,"OR","Washington,OR","County",31,162,"Washington","OR","https://www.oregon.gov/osp/pages/uniform-crime-reporting-data.aspx","State UCR","Open Source",239309,NA,NA,"","","",NA,"OR0340000","Washington","OR","West","Pacific",239309,"Washington, OR","County","West"
"Washoe,NV,County","Washoe",0,3,1,11,20,45,8,2017,1,"NV","Washoe,NV","County",15,73,"Washoe","NV","https://nevadacrimestats.nv.gov/public/View/dispview.aspx","State UCR","Open Source",111776,NA,NA,"","","",NA,"NV0160000","Washoe","NV","West","Mountain",111776,"Washoe, NV","County","West"
"Washtenaw,MI,County","Washtenaw",0,5,6,23,39,80,28,2017,1,"MI","Washtenaw,MI","County",34,147,"Washtenaw","MI","https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard","State UCR","Open Source",161396,NA,NA,"","","",NA,"MI8118100","Washtenaw","MI","Midwest","East North Central",161396,"Washtenaw, MI","County","Midwest"
"Waterbury,CT,City","Waterbury",2,1,19,12,66,242,65,2017,1,"CT","Waterbury,CT","City",34,373,"Waterbury","CT","https://ct.beyond2020.com/ct_public/Dim/dimension.aspx","State UCR","Open Source",115380,NA,NA,"","","",NA,"CT0015100","Waterbury","CT","Northeast","New England",115380,"Waterbury, CT","City","Northeast"
"Waterford Township,MI,City","Waterford Township",0,1,2,0,17,40,5,2017,1,"MI","Waterford Township,MI","City",3,62,"Waterford Township","MI","https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard","State UCR","Open Source",69153,NA,NA,"","","",NA,"MI6380800","Waterford Township","MI","Midwest","East North Central",69153,"Waterford Township, MI","City","Midwest"
"Waukesha,WI,City","Waukesha",0,4,4,4,14,78,2,2017,1,"WI","Waukesha,WI","City",12,94,"Waukesha","WI","From WI","State UCR","Provided by State UCR Program",70095,NA,NA,"","","",NA,"WI0680500","Waukesha","WI","Midwest","East North Central",70095,"Waukesha, WI","City","Midwest"
"West Bloomfield Township,MI,City","West Bloomfield Township",0,1,0,3,6,37,1,2017,1,"MI","West Bloomfield Township,MI","City",4,44,"West Bloomfield Township","MI","https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard","State UCR","Open Source",64904,NA,NA,"","","",NA,"MI6381500","West Bloomfield Township","MI","Midwest","East North Central",64904,"West Bloomfield Township, MI","City","Midwest"
"West Hartford,CT,City","West Hartford",0,0,3,0,13,85,2,2017,1,"CT","West Hartford,CT","City",3,100,"West Hartford","CT","https://ct.beyond2020.com/ct_public/Dim/dimension.aspx","State UCR","Open Source",64423,NA,NA,"","","",NA,"CT0015500","West Hartford","CT","Northeast","New England",64423,"West Hartford, CT","City","Northeast"
"West Haven,CT,City","West Haven",0,0,4,6,5,60,19,2017,1,"CT","West Haven,CT","City",10,84,"West Haven","CT","https://ct.beyond2020.com/ct_public/Dim/dimension.aspx","State UCR","Open Source",54791,NA,NA,"","","",NA,"CT0015600","West Haven","CT","Northeast","New England",54791,"West Haven, CT","City","Northeast"
"West Jordan,UT,City","West Jordan",0,2,3,13,24,248,34,2017,1,"UT","West Jordan,UT","City",18,306,"West Jordan","UT","https://bci.utah.gov/crime-in-utah-dashboards/","State UCR","Open Source",116485,NA,NA,"","","",NA,"UT0180600","West Jordan","UT","West","Mountain",116485,"West Jordan, UT","City","West"
"West Valley,UT,City","West Valley",2,18,14,40,63,308,146,2017,1,"UT","West Valley,UT","City",74,517,"West Valley","UT","https://bci.utah.gov/crime-in-utah-dashboards/","State UCR","Open Source",135023,NA,NA,"","","",NA,"UT0182500","West Valley","UT","West","Mountain",135023,"West Valley, UT","City","West"
"Westland,MI,City","Westland",0,6,7,12,13,79,12,2017,1,"MI","Westland,MI","City",25,104,"Westland","MI","https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard","State UCR","Open Source",83463,NA,NA,"","","",NA,"MI8281700","Westland","MI","Midwest","East North Central",83463,"Westland, MI","City","Midwest"
"Weymouth,MA,City","Weymouth",0,1,2,12,6,34,8,2017,1,"MA","Weymouth,MA","City",15,48,"Weymouth","MA","https://www.mass.gov/crime-statistics","State UCR","Provided by State UCR Program",57725,NA,NA,"","","",NA,"MA0112700","Weymouth","MA","Northeast","New England",57725,"Weymouth, MA","City","Northeast"
"Wichita Falls,TX,City","Wichita Falls",0,5,11,17,79,162,21,2017,1,"TX","Wichita Falls,TX","City",33,262,"Wichita Falls","TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",102740,NA,NA,"","","",NA,"TX2430500","Wichita Falls","TX","South","West South Central",102740,"Wichita Falls, TX","City","South"
"Will,IL,County","Will",0,4,1,7,23,42,3,2017,1,"IL","Will,IL","County",12,68,"Will","IL","https://ilucr.nibrs.com/Report/CrimeTrends","State UCR","Open Source",104475,NA,NA,"","","",NA,"IL0990000","Will","IL","Midwest","East North Central",104475,"Will, IL","County","Midwest"
"Williamson,TX,County","Williamson",0,1,0,5,26,72,15,2017,1,"TX","Williamson,TX","County",6,113,"Williamson","TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",202897,NA,NA,"","","",NA,"TX2460000","Williamson","TX","South","West South Central",202897,"Williamson, TX","County","South"
"Wilmington,NC,City","Wilmington",0,7,25,44,91,250,17,2017,1,"NC","Wilmington,NC","City",76,358,"Wilmington","NC","From NC","State UCR","Provided by State UCR Program",122675,NA,NA,"","","",NA,"NC0650200","Wilmington","NC","South","South Atlantic",122675,"Wilmington, NC","City","South"
"Winston-Salem,NC,City","Winston-Salem",0,7,45,95,277,707,71,2017,1,"NC","Winston-Salem,NC","City",147,1055,"Winston-Salem","NC","From NC","State UCR","Provided by State UCR Program",252132,NA,NA,"Inferred Dec 2016, Feb 2017, June 2018 from annual average","","",NA,"NC0340200","Winston-Salem","NC","South","South Atlantic",252132,"Winston-Salem, NC","City","South"
"Woodbury,MN,City","Woodbury",0,3,0,2,9,93,6,2017,1,"MN","Woodbury,MN","City",5,108,"Woodbury","MN","https://cde.state.mn.us/","State UCR","Open Source",80153,NA,NA,"","","",NA,"MN0821100","Woodbury","MN","Midwest","West North Central",80153,"Woodbury, MN","City","Midwest"
"Wright,MN,County","Wright",0,4,3,3,6,90,5,2017,1,"MN","Wright,MN","County",10,101,"Wright","MN","https://cde.state.mn.us/CrimesAgainstPerson/CrimesAgainstPerson","State UCR","Open Source",129359,NA,NA,"","","",NA,"MN0860000","Wright","MN","Midwest","West North Central",129359,"Wright, MN","County","Midwest"
"Wylie,TX,City","Wylie",0,2,1,1,5,31,2,2017,1,"TX","Wylie,TX","City",4,38,"Wylie","TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",62539,NA,NA,"","","",NA,"TX0430800","Wylie","TX","South","West South Central",62539,"Wylie, TX","City","South"
"Wyoming,MI,City","Wyoming",0,6,4,18,10,100,19,2017,1,"MI","Wyoming,MI","City",28,129,"Wyoming","MI","https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard","State UCR","Open Source",76712,NA,NA,"","","",NA,"MI4183400","Wyoming","MI","Midwest","East North Central",76712,"Wyoming, MI","City","Midwest"
"Yuma,AZ,City","Yuma",1,2,10,30,63,177,15,2017,1,"AZ","Yuma,AZ","City",43,255,"Yuma","AZ","https://azcrimestatistics.azdps.gov/","State UCR","Open Source",99610,NA,NA,"","","",NA,"AZ0140500","Yuma","AZ","West","Mountain",99610,"Yuma, AZ","City","West"
