"city_state_id","Agency Name","Murder","Rape","Robbery","Aggravated Assault","Burglary","Theft","Motor Vehicle Theft","Year","Month","Type","Source","city_state.x","Agency_Type.x","vio_crime","prop_crime","Agency","Source.Link","Source.Type","Source.Method","pop23","Latitude","Longitude","Comment","X","ori","pub_agency_name","state_abbr","region_name","division_name","agency_name","state_abb","population_1","group","x7","x8","x9","count_of_murder","population","city_state.y","Agency_Type.y","State_ref","State"
"Council Bluffs,IA,City","Council Bluffs",0,7,10,41,41,228,52,2020,8,"City",NA,"Council Bluffs,IA","City",58,321,"Council Bluffs","From IA","State UCR","Provided by Agency",62214,NA,NA,"","","IA0780100","Council Bluffs",NA,"Midwest","West North Central","council bluffs","IA",62269,"city 50,000 thru 99,999",NA,NA,NA,NA,62214,"Council Bluffs, IA","City","IA","IA"
"Cranston,RI,City","Cranston",0,6,2,5,4,57,17,2023,11,"City",NA,"Cranston,RI","City",13,78,"Cranston","https://riucr.nibrs.com/AdvancedSearch/AdvancedSearch","State UCR","Open Source",82484,NA,NA,"","","RI0040200","Cranston",NA,"Northeast","New England","cranston","RI",83815,"city 50,000 thru 99,999",NA,NA,NA,NA,82484,"Cranston, RI","City","RI","RI"
"Dallas,TX,City","Dallas",28,49,290,698,965,2361,861,2020,11,"City",NA,"Dallas,TX","City",1065,4187,"Dallas","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",1304989,NA,NA,"","","TXDPD0000","Dallas",NA,"South","West South Central","dallas","TX",1238096,"city 1,000,000+",NA,NA,NA,NA,1304989,"Dallas, TX","City","TX","TX"
"Daly City,CA,City","Daly City",0,1,2,9,20,85,10,2018,3,"City",NA,"Daly City,CA","City",12,115,"Daly City","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",97774,NA,NA,"","","CA0410600","Daly City",NA,"West","Pacific","daly city","CA",98217,"city 50,000 thru 99,999",NA,NA,NA,NA,97774,"Daly City, CA","City","CA","CA"
"Danbury,CT,City","Danbury",0,6,6,1,11,79,10,2021,9,"City",NA,"Danbury,CT","City",13,100,"Danbury","https://ct.beyond2020.com/ct_public/Dim/dimension.aspx","State UCR","Open Source",87327,NA,NA,"","","CT0003400","Danbury",NA,"Northeast","New England","danbury","CT",86257,"city 50,000 thru 99,999",NA,NA,NA,NA,87327,"Danbury, CT","City","CT","CT"
"Davenport,IA,City","Davenport",1,10,11,38,83,318,47,2017,3,"City",NA,"Davenport,IA","City",60,448,"Davenport","From IA","State UCR","Provided by Agency",99911,NA,NA,"","","IA0820200","Davenport",NA,"Midwest","West North Central","davenport","IA",99926,"city 50,000 thru 99,999",NA,NA,NA,NA,99911,"Davenport, IA","City","IA","IA"
"Dearborn Heights,MI,City","Dearborn Heights",0,0,6,16,8,42,11,2024,9,"City",NA,"Dearborn Heights,MI","City",22,61,"Dearborn Heights","https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard","State UCR","Open Source",61420,NA,NA,"","","MI8234400","Dearborn Heights",NA,"Midwest","East North Central","dearborn heights","MI",60148,"city 50,000 thru 99,999",NA,NA,NA,NA,61420,"Dearborn Heights, MI","City","MI","MI"
"Dearborn,MI,City","Dearborn",0,2,10,17,21,154,15,2018,8,"City",NA,"Dearborn,MI","City",29,190,"Dearborn","https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard","State UCR","Open Source",106747,NA,NA,"","","MI8234300","Dearborn",NA,"Midwest","East North Central","dearborn","MI",104571,"city 100,000 thru 249,999",NA,NA,NA,NA,106747,"Dearborn, MI","City","MI","MI"
"Decatur,IL,City","Decatur",1,0,2,13,24,74,9,2018,1,"City",NA,"Decatur,IL","City",16,107,"Decatur","https://ilucr.nibrs.com/AdvancedSearch/AdvancedSearch","State UCR","Open Source",68301,NA,NA,"","","IL0580200","Decatur",NA,"Midwest","East North Central","decatur","IL",67934,"city 50,000 thru 99,999",NA,NA,NA,NA,68301,"Decatur, IL","City","IL","IL"
"Denton,TX,City","Denton",0,10,11,13,27,227,17,2019,1,"City",NA,"Denton,TX","City",34,271,"Denton","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",155215,NA,NA,"","","TX0610200","Denton",NA,"South","West South Central","denton","TX",164565,"city 100,000 thru 249,999",NA,NA,NA,NA,155215,"Denton, TX","City","TX","TX"
"Denton,TX,County","Denton",0,2,0,8,6,18,5,2023,4,"County",NA,"Denton,TX","County",10,29,"Denton","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",160587,NA,NA,"","","TX0610000","Denton",NA,"South","West South Central","denton","TX",167921,"msa-county 100,000+",NA,NA,NA,NA,160587,"Denton, TX","County","TX","TX"
"Denver,CO,City","Denver",14,62,138,471,485,1869,793,2020,7,"City",NA,"Denver,CO","City",685,3147,"Denver","https://coloradocrimestats.state.co.us/public/View/dispview.aspx","State UCR","Open Source",712222,NA,NA,"","","CODPD0000","Denver",NA,"West","Mountain","denver","CO",722031,"city 500,000 thru 999,999",NA,NA,NA,NA,712222,"Denver, CO","City","CO","CO"
"Des Plaines,IL,City","Des Plaines",0,1,1,5,9,43,1,2022,10,"City",NA,"Des Plaines,IL","City",7,53,"Des Plaines","https://ilucr.nibrs.com/AdvancedSearch/AdvancedSearch","State UCR","Open Source",57672,NA,NA,"","","IL0162500","Des Plaines",NA,"Midwest","East North Central","des plaines","IL",57218,"city 50,000 thru 99,999",NA,NA,NA,NA,57672,"Des Plaines, IL","City","IL","IL"
"Detroit,MI,City","Detroit",19,66,258,1125,714,1334,714,2017,7,"City",NA,"Detroit,MI","City",1468,2762,"Detroit","https://data.detroitmi.gov/datasets/rms-crime-incidents","Agency RMS","Open Source",615501,NA,NA,"","","MI8234900","Detroit",NA,"Midwest","East North Central","detroit","MI",651171,"city 500,000 thru 999,999",NA,NA,NA,NA,615501,"Detroit, MI","City","MI","MI"
"Douglas,CO,County","Douglas",0,15,3,12,33,133,31,2022,1,"County",NA,"Douglas,CO","County",30,197,"Douglas","https://coloradocrimestats.state.co.us/public/View/dispview.aspx","State UCR","Open Source",219477,NA,NA,"","","CO0180000","Douglas",NA,"West","Mountain","douglas","CO",227807,"msa-county 100,000+",NA,NA,NA,NA,219477,"Douglas, CO","County","CO","CO"
"Douglas,NE,County","Douglas",0,1,1,2,19,43,3,2019,8,"County",NA,"Douglas,NE","County",4,65,"Douglas","https://crimestats.ne.gov/public/View/RSReport.aspx?ReportId=1082","State UCR","Agency Aggregated",103973,NA,NA,"Inferred April, June, July and December 2017 from annual average","","NB0280000","Douglas",NA,"Midwest","West North Central","douglas","NE",103973,"msa-county 100,000+",NA,NA,NA,NA,94490,"Douglas, NE","County","NE","NE"
"Draper,UT,City","Draper",0,3,2,3,2,45,1,2025,6,"City","CDE","Draper,UT","City",8,48,"Draper","https://bci.utah.gov/crime-in-utah-dashboards/","State UCR","Open Source",50588,NA,NA,"","","UT0181200","Draper",NA,"West","Mountain","draper","UT",45672,"city 25,000 thru 49,999",NA,NA,NA,NA,50588,"Draper, UT","City","UT","UT"
"Dubuque,IA,City","Dubuque",0,5,2,15,14,68,7,2021,11,"City",NA,"Dubuque,IA","City",22,89,"Dubuque","From IA","State UCR","Provided by Agency",58492,NA,NA,"","","IA0310100","Dubuque",NA,"Midwest","West North Central","dubuque","IA",58620,"city 50,000 thru 99,999",NA,NA,NA,NA,58492,"Dubuque, IA","City","IA","IA"
"Duluth,MN,City","Duluth",0,10,1,18,30,230,23,2021,3,"City",NA,"Duluth,MN","City",29,283,"Duluth","https://cde.state.mn.us/","State UCR","Open Source",86570,NA,NA,"","","MN0690600","Duluth",NA,"Midwest","West North Central","duluth","MN",88003,"city 50,000 thru 99,999",NA,NA,NA,NA,86570,"Duluth, MN","City","MN","MN"
"Dunwoody,GA,City","Dunwoody",1,1,1,1,8,120,4,2021,2,"City",NA,"Dunwoody,GA","City",4,132,"Dunwoody","https://www.dunwoodyga.gov/police/crime-info-stats/crime-comparison","Agency Aggregated","Open Source",52505,NA,NA,"","","GA0447100","Dunwoody",NA,"South","South Atlantic","dunwoody","GA",51752,"city 50,000 thru 99,999",NA,NA,NA,NA,52505,"Dunwoody, GA","City","GA","GA"
"Durham,NC,City","Durham",4,11,88,88,193,560,68,2018,11,"City","Manual","Durham,NC","City",191,821,"Durham","From NC","State UCR","Provided by State UCR Program",295788,NA,NA,"","","NC0320100","Durham",NA,"South","South Atlantic","durham","NC",299779,"city 250,000 thru 499,999",NA,NA,NA,NA,295788,"Durham, NC","City","NC","NC"
"Eagan,MN,City","Eagan",0,0,2,2,6,99,10,2023,3,"City",NA,"Eagan,MN","City",4,115,"Eagan","https://cde.state.mn.us/","State UCR","Open Source",66943,NA,NA,"Inferred Aug 2020 from annual average","","MN0190800","Eagan",NA,"Midwest","West North Central","eagan","MN",66956,"city 50,000 thru 99,999",NA,NA,NA,NA,66943,"Eagan, MN","City","MN","MN"
"East Hartford,CT,City","East Hartford",0,0,0,3,2,41,8,2025,4,"City","Scrape","East Hartford,CT","City",3,51,"East Hartford","https://ct.beyond2020.com/ct_public/Dim/dimension.aspx","State UCR","Open Source",50625,NA,NA,"","","CT0004300","East Hartford",NA,"Northeast","New England","east hartford","CT",50584,"city 50,000 thru 99,999",NA,NA,NA,NA,50625,"East Hartford, CT","City","CT","CT"
"Eden Prairie,MN,City","Eden Prairie",2,1,0,2,2,65,3,2017,5,"City",NA,"Eden Prairie,MN","City",5,70,"Eden Prairie","https://cde.state.mn.us/","State UCR","Open Source",61645,NA,NA,"","","MN0272600","Eden Prairie",NA,"Midwest","West North Central","eden prairie","MN",61511,"city 50,000 thru 99,999",NA,NA,NA,NA,61645,"Eden Prairie, MN","City","MN","MN"
"Edina,MN,City","Edina",1,1,0,0,12,58,3,2023,12,"City",NA,"Edina,MN","City",2,73,"Edina","https://cde.state.mn.us/","State UCR","Open Source",51980,NA,NA,"","","MN0270600","Edina",NA,"Midwest","West North Central","edina","MN",53347,"city 50,000 thru 99,999",NA,NA,NA,NA,51980,"Edina, MN","City","MN","MN"
"Edinburg,TX,City","Edinburg",0,10,4,12,30,197,3,2018,11,"City",NA,"Edinburg,TX","City",26,230,"Edinburg","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",106137,NA,NA,"","","TX1080400","Edinburg",NA,"South","West South Central","edinburg","TX",107552,"city 100,000 thru 249,999",NA,NA,NA,NA,106137,"Edinburg, TX","City","TX","TX"
"Edmond,OK,City","Edmond",0,4,0,8,26,94,5,2018,6,"City",NA,"Edmond,OK","City",12,125,"Edmond","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",97063,NA,NA,"","","OK0550300","Edmond",NA,"South","West South Central","edmond","OK",99249,"city 50,000 thru 99,999",NA,NA,NA,NA,97063,"Edmond, OK","City","OK","OK"
"El Cajon,CA,City","El Cajon",0,2,12,18,46,129,27,2017,3,"City",NA,"El Cajon,CA","City",32,202,"El Cajon","https://crimestats.arjis.org/default.aspx","Agency Aggregated","Open Source",103569,NA,NA,"","","CA0370500","El Cajon",NA,"West","Pacific","el cajon","CA",101983,"city 100,000 thru 249,999",NA,NA,NA,NA,103569,"El Cajon, CA","City","CA","CA"
"El Dorado,CA,County","El Dorado",0,7,1,31,10,53,0,2024,9,"County",NA,"El Dorado,CA","County",39,63,"El Dorado","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",162436,NA,NA,"","","CA0090000","El Dorado",NA,"West","Pacific","el dorado","CA",164075,"msa-county 100,000+",NA,NA,NA,NA,162436,"El Dorado, CA","County","CA","CA"
"El Monte,CA,City","El Monte",0,4,9,11,31,62,31,2020,9,"City",NA,"El Monte,CA","City",24,124,"El Monte","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",102088,NA,NA,"","","CA0192200","El Monte",NA,"West","Pacific","el monte","CA",102088,"city 100,000 thru 249,999",NA,NA,NA,NA,103463,"El Monte, CA","City","CA","CA"
"El Paso,CO,County","El Paso",0,13,3,36,40,106,21,2017,8,"County",NA,"El Paso,CO","County",52,167,"El Paso","https://coloradocrimestats.state.co.us/public/View/dispview.aspx","State UCR","Open Source",207095,NA,NA,"","","CO0210000","El Paso",NA,"West","Mountain","el paso","CO",213641,"msa-county 100,000+",NA,NA,NA,NA,207095,"El Paso, CO","County","CO","CO"
"El Paso,TX,City","El Paso",2,38,36,144,98,604,68,2018,11,"City",NA,"El Paso,TX","City",220,770,"El Paso","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",676665,NA,NA,"","","TX0710200","El Paso",NA,"South","West South Central","el paso","TX",678860,"city 500,000 thru 999,999",NA,NA,NA,NA,676665,"El Paso, TX","City","TX","TX"
"El Paso,TX,County","El Paso",0,5,2,17,20,61,13,2021,12,"County",NA,"El Paso,TX","County",24,94,"El Paso","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",116599,NA,NA,"","","TX0710000","El Paso",NA,"South","West South Central","el paso","TX",122484,"msa-county 100,000+",NA,NA,NA,NA,116599,"El Paso, TX","County","TX","TX"
"Elk Grove,CA,City","Elk Grove",0,0,15,24,5,178,15,2025,10,"City","CDE","Elk Grove,CA","City",39,198,"Elk Grove","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",177976,NA,NA,"","","CA0340H00","Elk Grove",NA,"West","Pacific","elk grove","CA",179074,"city 100,000 thru 249,999",NA,NA,NA,NA,177976,"Elk Grove, CA","City","CA","CA"
"Enid,OK,City","Enid",0,5,1,15,41,79,7,2022,6,"City",NA,"Enid,OK","City",21,127,"Enid","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",50382,NA,NA,"","","OK0240100","Enid",NA,"South","West South Central","enid","OK",50382,"city 50,000 thru 99,999",NA,NA,NA,NA,50168,"Enid, OK","City","OK","OK"
"Erie,PA,City","Erie",0,4,4,14,36,81,3,2018,4,"City",NA,"Erie,PA","City",22,120,"Erie","https://www.ucr.pa.gov/PAUCRSPUBLIC/SRSReport/CrimeTrends","State UCR","Open Source",92920,NA,NA,"","","PA0250200","Erie",NA,"Northeast","Middle Atlantic","erie","PA",92379,"city 50,000 thru 99,999",NA,NA,NA,NA,92920,"Erie, PA","City","PA","PA"
"Escondido,CA,City","Escondido",0,5,19,40,34,160,52,2017,11,"City",NA,"Escondido,CA","City",64,246,"Escondido","https://crimestats.arjis.org/default.aspx","Agency Aggregated","Open Source",149837,NA,NA,"","","CA0370600","Escondido",NA,"West","Pacific","escondido","CA",147170,"city 100,000 thru 249,999",NA,NA,NA,NA,149837,"Escondido, CA","City","CA","CA"
"Euless,TX,City","Euless",0,7,2,2,9,79,9,2024,11,"City",NA,"Euless,TX","City",11,97,"Euless","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",59722,NA,NA,"","","TX2200900","Euless",NA,"South","West South Central","euless","TX",59230,"city 50,000 thru 99,999",NA,NA,NA,NA,59722,"Euless, TX","City","TX","TX"
"Fairfield,CA,City","Fairfield",2,2,21,15,31,162,50,2021,11,"City",NA,"Fairfield,CA","City",40,243,"Fairfield","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",119071,NA,NA,"","","CA0480300","Fairfield",NA,"West","Pacific","fairfield","CA",121082,"city 100,000 thru 249,999",NA,NA,NA,NA,119071,"Fairfield, CA","City","CA","CA"
"Fairfield,CT,City","Fairfield",0,1,0,0,4,67,7,2023,10,"City",NA,"Fairfield,CT","City",1,78,"Fairfield","https://ct.beyond2020.com/ct_public/Dim/dimension.aspx","State UCR","Open Source",63588,NA,NA,"","","CT0005100","Fairfield",NA,"Northeast","New England","fairfield","CT",64098,"city 50,000 thru 99,999",NA,NA,NA,NA,63588,"Fairfield, CT","City","CT","CT"
"Fargo,ND,City","Fargo",0,9,6,22,68,203,33,2020,3,"City",NA,"Fargo,ND","City",37,304,"Fargo","https://crimestats.nd.gov/public/View/RSReport.aspx?ReportId=94","State UCR","Open Source",134268,NA,NA,"","","ND0090200","Fargo",NA,"Midwest","West North Central","fargo","ND",135682,"city 100,000 thru 249,999",NA,NA,NA,NA,134268,"Fargo, ND","City","ND","ND"
"Farmington Hills,MI,City","Farmington Hills",0,1,1,5,4,53,18,2023,4,"City",NA,"Farmington Hills,MI","City",7,75,"Farmington Hills","https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard","State UCR","Open Source",82223,NA,NA,"","","MI6338900","Farmington Hills",NA,"Midwest","East North Central","farmington hills","MI",82116,"city 50,000 thru 99,999",NA,NA,NA,NA,82223,"Farmington Hills, MI","City","MI","MI"
"Fayetteville,AR,City","Fayetteville",1,10,4,44,36,247,32,2018,1,"City",NA,"Fayetteville,AR","City",59,315,"Fayetteville","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",101624,NA,NA,"","","AR0720100","Fayetteville",NA,"South","West South Central","fayetteville","AR",104089,"city 100,000 thru 249,999",NA,NA,NA,NA,101624,"Fayetteville, AR","City","AR","AR"
"Fayetteville,NC,City","Fayetteville",1,2,14,96,76,445,15,2019,3,"City","Manual","Fayetteville,NC","City",113,536,"Fayetteville","From NC","State UCR","Provided by State UCR Program",209262,NA,NA,"","","NC0260100","Fayetteville",NA,"South","South Atlantic","fayetteville","NC",209945,"city 100,000 thru 249,999",NA,NA,NA,NA,209262,"Fayetteville, NC","City","NC","NC"
"Fishers,IN,City","Fishers",0,1,1,3,8,81,3,2019,7,"City",NA,"Fishers,IN","City",5,92,"Fishers","https://cde.state.mn.us/","Crime Data Explorer","Open Source",103247,NA,NA,"","","IN0290700","Fishers",NA,"Midwest","East North Central","fishers","IN",105680,"city 100,000 thru 249,999",NA,NA,NA,NA,103247,"Fishers, IN","City","IN","IN"
"Flower Mound,TX,City","Flower Mound",0,1,0,0,3,39,2,2023,6,"City",NA,"Flower Mound,TX","City",1,44,"Flower Mound","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",79513,NA,NA,"","","TX0611200","Flower Mound",NA,"South","West South Central","flower mound","TX",79784,"city 50,000 thru 99,999",NA,NA,NA,NA,79513,"Flower Mound, TX","City","TX","TX"
"Folsom,CA,City","Folsom",0,2,1,5,43,92,8,2018,12,"City",NA,"Folsom,CA","City",8,143,"Folsom","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",84559,NA,NA,"","","CA0340100","Folsom",NA,"West","Pacific","folsom","CA",86152,"city 50,000 thru 99,999",NA,NA,NA,NA,84559,"Folsom, CA","City","CA","CA"
"Forsyth,GA,County","Forsyth",0,2,0,11,3,72,3,2024,5,"County",NA,"Forsyth,GA","County",13,78,"Forsyth","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",267417,NA,NA,"","","GA0580000","Forsyth",NA,"South","South Atlantic","forsyth","GA",270757,"msa-county 100,000+",NA,NA,NA,NA,267417,"Forsyth, GA","County","GA","GA"
"Forsyth,NC,County","Forsyth",0,4,1,21,30,86,12,2021,4,"County","Manual","Forsyth,NC","County",26,128,"Forsyth","From NC","State UCR","Provided by State UCR Program",111773,NA,NA,"Inferred Dec 2018 - Jun 2019 from 2018 average","","NC0340000","Forsyth",NA,"South","South Atlantic","forsyth","NC",115696,"msa-county 100,000+",NA,NA,NA,NA,111773,"Forsyth, NC","County","NC","NC"
"Fort Bend,TX,County","Fort Bend",2,8,12,62,39,361,33,2021,1,"County",NA,"Fort Bend,TX","County",84,433,"Fort Bend","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",578695,NA,NA,"","","TX0790000","Fort Bend",NA,"South","West South Central","fort bend","TX",614384,"msa-county 100,000+",NA,NA,NA,NA,578695,"Fort Bend, TX","County","TX","TX"
"Fort Collins,CO,City","Fort Collins",0,2,3,27,18,187,22,2024,2,"City",NA,"Fort Collins,CO","City",32,227,"Fort Collins","https://coloradocrimestats.state.co.us/public/View/dispview.aspx","State UCR","Open Source",168886,NA,NA,"","","CO0350300","Fort Collins",NA,"West","Mountain","fort collins","CO",170509,"city 100,000 thru 249,999",NA,NA,NA,NA,168886,"Fort Collins, CO","City","CO","CO"
"Fort Wayne,IN,City","Fort Wayne",2,7,23,33,57,379,36,2020,3,"City",NA,"Fort Wayne,IN","City",65,472,"Fort Wayne","https://www.fwpd.org/crime-statistics","State UCR","Provided by State UCR Program",269728,NA,NA,"","","IN0020100","Fort Wayne",NA,"Midwest","East North Central","fort wayne","IN",271892,"city 250,000 thru 499,999",NA,NA,NA,NA,269728,"Fort Wayne, IN","City","IN","IN"
"Fort Worth,TX,City","Fort Worth",11,44,54,280,333,1523,537,2023,12,"City",NA,"Fort Worth,TX","City",389,2393,"Fort Worth","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",973722,NA,NA,"","","TX2201200","Fort Worth",NA,"South","West South Central","fort worth","TX",976839,"city 500,000 thru 999,999",NA,NA,NA,NA,973722,"Fort Worth, TX","City","TX","TX"
"Fountain Valley,CA,City","Fountain Valley",0,1,5,0,18,54,4,2021,5,"City",NA,"Fountain Valley,CA","City",6,76,"Fountain Valley","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",55419,NA,NA,"","","CA0300700","Fountain Valley",NA,"West","Pacific","fountain valley","CA",54975,"city 50,000 thru 99,999",NA,NA,NA,NA,55419,"Fountain Valley, CA","City","CA","CA"
"Franklin,TN,City","Franklin",0,1,0,4,6,69,3,2019,12,"City",NA,"Franklin,TN","City",5,78,"Franklin","https://crimeinsight.tbi.tn.gov/public/View/dispview.aspx","State UCR","Open Source",88315,NA,NA,"","","TN0940100","Franklin",NA,"South","East South Central","franklin","TN",90077,"city 50,000 thru 99,999",NA,NA,NA,NA,88315,"Franklin, TN","City","TN","TN"
"Fresno,CA,City","Fresno",2,26,81,205,167,876,364,2023,9,"City",NA,"Fresno,CA","City",314,1407,"Fresno","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",546722,NA,NA,"","","CA0100500","Fresno",NA,"West","Pacific","fresno","CA",546722,"city 500,000 thru 999,999",NA,NA,NA,NA,547134,"Fresno, CA","City","CA","CA"
"Frisco,TX,City","Frisco",0,1,2,8,13,137,6,2020,4,"City",NA,"Frisco,TX","City",11,156,"Frisco","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",228527,NA,NA,"","","TX0430400","Frisco",NA,"South","West South Central","frisco","TX",138099,"city 100,000 thru 249,999",NA,NA,NA,NA,228527,"Frisco, TX","City","TX","TX"
"Fullerton,CA,City","Fullerton",0,7,11,21,45,199,38,2021,2,"City",NA,"Fullerton,CA","City",39,282,"Fullerton","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",139131,NA,NA,"","","CA0300800","Fullerton",NA,"West","Pacific","fullerton","CA",137942,"city 100,000 thru 249,999",NA,NA,NA,NA,139131,"Fullerton, CA","City","CA","CA"
"Galveston,TX,City","Galveston",1,9,4,7,16,89,7,2024,10,"City",NA,"Galveston,TX","City",21,112,"Galveston","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",52810,NA,NA,"","","TX0840400","Galveston",NA,"South","West South Central","galveston","TX",53100,"city 50,000 thru 99,999",NA,NA,NA,NA,52810,"Galveston, TX","City","TX","TX"
"Gardena,CA,City","Gardena",0,0,12,21,24,76,73,2022,8,"City",NA,"Gardena,CA","City",33,173,"Gardena","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",57584,NA,NA,"","","CA0192400","Gardena",NA,"West","Pacific","gardena","CA",57584,"city 50,000 thru 99,999",NA,NA,NA,NA,57853,"Gardena, CA","City","CA","CA"
"Garland,TX,City","Garland",1,2,22,27,79,387,92,2022,6,"City",NA,"Garland,TX","City",52,558,"Garland","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",240051,NA,NA,"","","TX0571100","Garland",NA,"South","West South Central","garland","TX",246096,"city 100,000 thru 249,999",NA,NA,NA,NA,240051,"Garland, TX","City","TX","TX"
"Gastonia,NC,City","Gastonia",1,3,9,35,39,208,31,2022,9,"City","Manual","Gastonia,NC","City",48,278,"Gastonia","From NC","State UCR","Provided by State UCR Program",83739,NA,NA,"","","NC0360600","Gastonia",NA,"South","South Atlantic","gastonia","NC",85112,"city 50,000 thru 99,999",NA,NA,NA,NA,83739,"Gastonia, NC","City","NC","NC"
"Georgetown,TX,City","Georgetown",0,0,0,10,19,51,5,2025,2,"City","Scrape","Georgetown,TX","City",10,75,"Georgetown","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",87871,NA,NA,"","","TX2460200","Georgetown",NA,"South","West South Central","georgetown","TX",89481,"city 50,000 thru 99,999",NA,NA,NA,NA,87871,"Georgetown, TX","City","TX","TX"
"Gilbert,AZ,City","Gilbert",1,9,1,14,11,185,16,2025,5,"City","Scrape","Gilbert,AZ","City",25,212,"Gilbert","https://azcrimestatistics.azdps.gov/","State UCR","Open Source",278495,NA,NA,"","","AZ0071100","Gilbert",NA,"West","Mountain","gilbert","AZ",277527,"city 250,000 thru 499,999",NA,NA,NA,NA,278495,"Gilbert, AZ","City","AZ","AZ"
"Gilroy,CA,City","Gilroy",0,6,10,10,16,86,28,2018,5,"City",NA,"Gilroy,CA","City",26,130,"Gilroy","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",57331,NA,NA,"","","CA0430400","Gilroy",NA,"West","Pacific","gilroy","CA",57877,"city 50,000 thru 99,999",NA,NA,NA,NA,57331,"Gilroy, CA","City","CA","CA"
"Glendale,AZ,City","Glendale",1,19,18,88,118,576,78,2018,6,"City",NA,"Glendale,AZ","City",126,772,"Glendale","https://azcrimestatistics.azdps.gov/","State UCR","Open Source",253768,NA,NA,"","","AZ0071300","Glendale",NA,"West","Mountain","glendale","AZ",255512,"city 250,000 thru 499,999",NA,NA,NA,NA,253768,"Glendale, AZ","City","AZ","AZ"
"Glendale,CA,City","Glendale",0,1,17,10,39,228,36,2023,7,"City",NA,"Glendale,CA","City",28,303,"Glendale","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",185923,NA,NA,"","","CA0192500","Glendale",NA,"West","Pacific","glendale","CA",184180,"city 100,000 thru 249,999",NA,NA,NA,NA,185923,"Glendale, CA","City","CA","CA"
"Goodyear,AZ,City","Goodyear",1,1,4,12,11,122,15,2021,4,"City",NA,"Goodyear,AZ","City",18,148,"Goodyear","https://azcrimestatistics.azdps.gov/","State UCR","Open Source",109929,NA,NA,"","","AZ0071500","Goodyear",NA,"West","Mountain","goodyear","AZ",116892,"city 100,000 thru 249,999",NA,NA,NA,NA,109929,"Goodyear, AZ","City","AZ","AZ"
"Grand Island,NE,City","Grand Island",0,1,1,9,11,58,6,2021,4,"City",NA,"Grand Island,NE","City",11,75,"Grand Island","https://crimestats.ne.gov/public/View/RSReport.aspx?ReportId=1082","State UCR","Open Source",52264,NA,NA,"","","NB0400100","Grand Island",NA,"Midwest","West North Central","grand island","NE",52488,"city 50,000 thru 99,999",NA,NA,NA,NA,52264,"Grand Island, NE","City","NE","NE"
