"date","agency_name","state_name","agency_full","agency_abbr","location_full","region","population","source_link","agency_num","source_type","source_method","most_recent_month","in_national_sample","Last Updated"
2025-03-01,"Kalamazoo County","Michigan","Kalamazoo County, Michigan","Kalamazoo County, MI","Kalamazoo County, Michigan","Midwest",108458,"https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard",1,"State UCR","Open Source","March 2025",FALSE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Kannapolis","North Carolina","Kannapolis, North Carolina","Kannapolis, NC","Kannapolis, North Carolina","South",56479,"From NC",1,"State UCR","Provided by State UCR Program","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Kansas City","Missouri","Kansas City, Missouri","Kansas City, MO","Kansas City, Missouri","Midwest",509855,"https://showmecrime.mo.gov/",1,"State UCR","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Kaufman County","Texas","Kaufman County, Texas","Kaufman County, TX","Kaufman County, Texas","South",111179,"https://txucr.nibrs.com/SRSReport/CrimeTrends",1,"State UCR","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-05-01,"Kenosha","Wisconsin","Kenosha, Wisconsin","Kenosha, WI","Kenosha, Wisconsin","Midwest",97786,"From WI",1,"State UCR","Provided by State UCR Program","May 2025",FALSE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Kent County","Michigan","Kent County, Michigan","Kent County, MI","Kent County, Michigan","Midwest",267237,"https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard",1,"State UCR","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-02-01,"Kentwood","Michigan","Kentwood, Michigan","Kentwood, MI","Kentwood, Michigan","Midwest",53979,"https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard",1,"State UCR","Open Source","February 2025",FALSE,"2025-08-27 14:02:08 EDT"
2025-05-01,"Kettering","Ohio","Kettering, Ohio","Kettering, OH","Kettering, Ohio","Midwest",56633,"https://ocjs.ohio.gov/",1,"State UCR","Provided by State UCR Program","May 2025",FALSE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Killeen","Texas","Killeen, Texas","Killeen, TX","Killeen, Texas","South",161968,"https://txucr.nibrs.com/SRSReport/CrimeTrends",1,"State UCR","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Kingsport","Tennessee","Kingsport, Tennessee","Kingsport, TN","Kingsport, Tennessee","South",56522,"https://crimeinsight.tbi.tn.gov/public/View/dispview.aspx",1,"State UCR","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Knox County","Tennessee","Knox County, Tennessee","Knox County, TN","Knox County, Tennessee","South",304331,"https://crimeinsight.tbi.tn.gov/public/View/dispview.aspx",1,"State UCR","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Knoxville","Tennessee","Knoxville, Tennessee","Knoxville, TN","Knoxville, Tennessee","South",198132,"https://crimeinsight.tbi.tn.gov/public/View/dispview.aspx",1,"Agency Aggregated","Provided by Agency","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2024-12-01,"Kokomo","Indiana","Kokomo, Indiana","Kokomo, IN","Kokomo, Indiana","Midwest",59720,"From IN",1,"State UCR","Provided by State UCR Program","December 2024",FALSE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Kyle","Texas","Kyle, Texas","Kyle, TX","Kyle, Texas","South",63931,"https://txucr.nibrs.com/SRSReport/CrimeTrends",1,"State UCR","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-05-01,"La Crosse","Wisconsin","La Crosse, Wisconsin","La Crosse, WI","La Crosse, Wisconsin","Midwest",50759,"From WI",1,"State UCR","Provided by State UCR Program","May 2025",FALSE,"2025-08-27 14:02:08 EDT"
2025-06-01,"La Mesa","California","La Mesa, California","La Mesa, CA","La Mesa, California","West",60008,"https://crimestats.arjis.org/default.aspx",1,"Agency Aggregated","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Laguna Niguel","California","Laguna Niguel, California","Laguna Niguel, CA","Laguna Niguel, California","West",63502,"https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",1,"Crime Data Explorer","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Lake Charles","Louisiana","Lake Charles, Louisiana","Lake Charles, LA","Lake Charles, Louisiana","South",76393,"https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",1,"Crime Data Explorer","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Lake Havasu City","Arizona","Lake Havasu City, Arizona","Lake Havasu City, AZ","Lake Havasu City, Arizona","West",59720,"https://azcrimestatistics.azdps.gov/",1,"State UCR","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Lakeville","Minnesota","Lakeville, Minnesota","Lakeville, MN","Lakeville, Minnesota","Midwest",76929,"https://cde.state.mn.us/",1,"State UCR","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-02-01,"Lakewood","Colorado","Lakewood, Colorado","Lakewood, CO","Lakewood, Colorado","West",156065,"https://coloradocrimestats.state.co.us/public/View/dispview.aspx",1,"State UCR","Open Source","February 2025",FALSE,"2025-08-27 14:02:08 EDT"
2025-02-01,"Lakewood","Ohio","Lakewood, Ohio","Lakewood, OH","Lakewood, Ohio","Midwest",49304,"https://ocjs.ohio.gov/",1,"State UCR","Provided by State UCR Program","February 2025",FALSE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Lancaster","Pennsylvania","Lancaster, Pennsylvania","Lancaster, PA","Lancaster, Pennsylvania","Northeast",57213,"https://www.ucr.pa.gov/PAUCRSPUBLIC/SRSReport/CrimeTrends",1,"State UCR","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Lancaster County","South Carolina","Lancaster County, South Carolina","Lancaster County, SC","Lancaster County, South Carolina","South",100080,"https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",1,"Crime Data Explorer","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-04-01,"Lansing","Michigan","Lansing, Michigan","Lansing, MI","Lansing, Michigan","Midwest",112529,"https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard",1,"State UCR","Open Source","April 2025",FALSE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Laredo","Texas","Laredo, Texas","Laredo, TX","Laredo, Texas","South",256542,"https://txucr.nibrs.com/SRSReport/CrimeTrends",1,"State UCR","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Las Vegas","Nevada","Las Vegas, Nevada","Las Vegas, NV","Las Vegas, Nevada","West",1670226,"https://opendata-lvmpd.hub.arcgis.com/",1,"Agency RMS","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-05-01,"Lawrence","Massachusetts","Lawrence, Massachusetts","Lawrence, MA","Lawrence, Massachusetts","Northeast",87806,"https://www.mass.gov/crime-statistics",1,"State UCR","Provided by State UCR Program","May 2025",FALSE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Layton","Utah","Layton, Utah","Layton, UT","Layton, Utah","West",82887,"https://bci.utah.gov/crime-in-utah-dashboards/",1,"State UCR","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"League City","Texas","League City, Texas","League City, TX","League City, Texas","South",115791,"https://txucr.nibrs.com/SRSReport/CrimeTrends",1,"State UCR","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Leander","Texas","Leander, Texas","Leander, TX","Leander, Texas","South",82228,"https://txucr.nibrs.com/SRSReport/CrimeTrends",1,"State UCR","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Lee's Summit","Missouri","Lee's Summit, Missouri","Lee's Summit, MO","Lee's Summit, Missouri","Midwest",104402,"https://showmecrime.mo.gov/",1,"State UCR","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Lenexa","Kansas","Lenexa, Kansas","Lenexa, KS","Lenexa, Kansas","Midwest",59161,"https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",1,"Crime Data Explorer","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Lewisville","Texas","Lewisville, Texas","Lewisville, TX","Lewisville, Texas","South",133694,"https://txucr.nibrs.com/SRSReport/CrimeTrends",1,"State UCR","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Lexington","Kentucky","Lexington, Kentucky","Lexington, KY","Lexington, Kentucky","South",319994,"https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",1,"Crime Data Explorer","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Lincoln","California","Lincoln, California","Lincoln, CA","Lincoln, California","West",53950,"https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",1,"Crime Data Explorer","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Lincoln","Nebraska","Lincoln, Nebraska","Lincoln, NE","Lincoln, Nebraska","Midwest",293155,"https://crimestats.ne.gov/public/View/RSReport.aspx?ReportId=1082",1,"State UCR","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Little Elm","Texas","Little Elm, Texas","Little Elm, TX","Little Elm, Texas","South",59954,"https://txucr.nibrs.com/SRSReport/CrimeTrends",1,"State UCR","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-05-01,"Little Rock","Arkansas","Little Rock, Arkansas","Little Rock, AR","Little Rock, Arkansas","South",202986,"https://www.littlerock.gov/media/21988/part-i-offenses-by-month.pdf",1,"Agency Aggregated","Open Source","May 2025",FALSE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Livermore","California","Livermore, California","Livermore, CA","Livermore, California","West",83155,"https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",1,"Crime Data Explorer","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Livonia","Michigan","Livonia, Michigan","Livonia, MI","Livonia, Michigan","Midwest",93042,"https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard",1,"State UCR","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Logan","Utah","Logan, Utah","Logan, UT","Logan, Utah","West",55645,"https://bci.utah.gov/crime-in-utah-dashboards/",1,"State UCR","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Long Beach","California","Long Beach, California","Long Beach, CA","Long Beach, California","West",444415,"https://www.longbeach.gov/police/crime-info/crime-statistics/",1,"Agency Aggregated","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-02-01,"Longmont","Colorado","Longmont, Colorado","Longmont, CO","Longmont, Colorado","West",98444,"https://coloradocrimestats.state.co.us/public/View/dispview.aspx",1,"State UCR","Open Source","February 2025",FALSE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Longview","Texas","Longview, Texas","Longview, TX","Longview, Texas","South",82981,"https://txucr.nibrs.com/SRSReport/CrimeTrends",1,"State UCR","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Lorain","Ohio","Lorain, Ohio","Lorain, OH","Lorain, Ohio","Midwest",65436,"https://ocjs.ohio.gov/",1,"State UCR","Provided by State UCR Program","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Los Angeles","California","Los Angeles, California","Los Angeles, CA","Los Angeles, California","West",3786018,"https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",1,"Crime Data Explorer","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Los Angeles County","California","Los Angeles County, California","Los Angeles County, CA","Los Angeles County, California","West",1008018,"https://lasd.org/transparency/part1and2crimedata/#part1",1,"Agency Aggregated","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Loudoun County","Virginia","Loudoun County, Virginia","Loudoun County, VA","Loudoun County, Virginia","South",378299,"From VA",1,"State UCR","Provided by State UCR Program","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Louisville","Kentucky","Louisville, Kentucky","Louisville, KY","Louisville, Kentucky","South",669468,"https://data.louisvilleky.gov/search?tags=lmpd",1,"Agency RMS","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Loveland","Colorado","Loveland, Colorado","Loveland, CO","Loveland, Colorado","West",78656,"https://coloradocrimestats.state.co.us/public/View/dispview.aspx",1,"State UCR","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-02-01,"Lowell","Massachusetts","Lowell, Massachusetts","Lowell, MA","Lowell, Massachusetts","Northeast",113124,"https://www.mass.gov/crime-statistics",1,"State UCR","Provided by State UCR Program","February 2025",FALSE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Lower Merion","Pennsylvania","Lower Merion, Pennsylvania","Lower Merion, PA","Lower Merion, Pennsylvania","Northeast",64350,"https://www.ucr.pa.gov/PAUCRSPUBLIC/SRSReport/CrimeTrends",1,"State UCR","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Lower Paxton","Pennsylvania","Lower Paxton, Pennsylvania","Lower Paxton, PA","Lower Paxton, Pennsylvania","Northeast",55204,"https://www.ucr.pa.gov/PAUCRSPUBLIC/SRSReport/CrimeTrends",1,"State UCR","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-04-01,"Lubbock","Texas","Lubbock, Texas","Lubbock, TX","Lubbock, Texas","South",266960,"https://txucr.nibrs.com/SRSReport/CrimeTrends",1,"State UCR","Open Source","April 2025",FALSE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Lynchburg","Virginia","Lynchburg, Virginia","Lynchburg, VA","Lynchburg, Virginia","South",79509,"https://vsp.virginia.gov/",1,"State UCR","Provided by State UCR Program","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-03-01,"Lynn","Massachusetts","Lynn, Massachusetts","Lynn, MA","Lynn, Massachusetts","Northeast",101144,"https://www.mass.gov/crime-statistics",1,"State UCR","Provided by State UCR Program","March 2025",FALSE,"2025-08-27 14:02:08 EDT"
2025-04-01,"Macomb County","Michigan","Macomb County, Michigan","Macomb County, MI","Macomb County, Michigan","Midwest",191695,"https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard",1,"State UCR","Open Source","April 2025",FALSE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Madera","California","Madera, California","Madera, CA","Madera, California","West",68862,"https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",1,"Crime Data Explorer","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-04-01,"Madison","Wisconsin","Madison, Wisconsin","Madison, WI","Madison, Wisconsin","Midwest",274234,"From WI",1,"State UCR","Provided by State UCR Program","April 2025",FALSE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Malden","Massachusetts","Malden, Massachusetts","Malden, MA","Malden, Massachusetts","Northeast",64291,"https://www.mass.gov/crime-statistics",1,"State UCR","Provided by State UCR Program","June 2025",FALSE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Manchester","Connecticut","Manchester, Connecticut","Manchester, CT","Manchester, Connecticut","Northeast",59408,"https://ct.beyond2020.com/ct_public/Dim/dimension.aspx",1,"State UCR","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Manchester","New Hampshire","Manchester, New Hampshire","Manchester, NH","Manchester, New Hampshire","Northeast",114963,"https://www.manchesternh.gov/Departments/Police/Administrative-Division/Crime-Analysis/Interactive-Data-Dashboards",1,"Agency Aggregated","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Mansfield","Texas","Mansfield, Texas","Mansfield, TX","Mansfield, Texas","South",78788,"https://txucr.nibrs.com/SRSReport/CrimeTrends",1,"State UCR","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Manteca","California","Manteca, California","Manteca, CA","Manteca, California","West",88518,"https://www.manteca.gov/departments/police-department/crime-information",1,"Agency Aggregated","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Maple Grove","Minnesota","Maple Grove, Minnesota","Maple Grove, MN","Maple Grove, Minnesota","Midwest",70729,"https://cde.state.mn.us/",1,"State UCR","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Marana","Arizona","Marana, Arizona","Marana, AZ","Marana, Arizona","West",57718,"https://azcrimestatistics.azdps.gov/",1,"State UCR","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-05-01,"Maricopa","Arizona","Maricopa, Arizona","Maricopa, AZ","Maricopa, Arizona","West",70355,"https://azcrimestatistics.azdps.gov/",1,"State UCR","Open Source","May 2025",FALSE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Marietta","Georgia","Marietta, Georgia","Marietta, GA","Marietta, Georgia","South",63407,"https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",1,"Crime Data Explorer","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"McAllen","Texas","McAllen, Texas","McAllen, TX","McAllen, Texas","South",145684,"https://txucr.nibrs.com/SRSReport/CrimeTrends",1,"State UCR","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Mckinney","Texas","Mckinney, Texas","Mckinney, TX","Mckinney, Texas","South",212716,"https://txucr.nibrs.com/SRSReport/CrimeTrends",1,"State UCR","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-05-01,"Medford","Oregon","Medford, Oregon","Medford, OR","Medford, Oregon","West",85352,"https://www.oregon.gov/osp/pages/uniform-crime-reporting-data.aspx",1,"State UCR","Open Source","May 2025",FALSE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Medford","Massachusetts","Medford, Massachusetts","Medford, MA","Medford, Massachusetts","Northeast",68280,"https://www.mass.gov/crime-statistics",1,"State UCR","Provided by State UCR Program","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Memphis","Tennessee","Memphis, Tennessee","Memphis, TN","Memphis, Tennessee","South",616061,"https://crimeinsight.tbi.tn.gov/public/View/dispview.aspx",1,"Agency Aggregated","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Merced","California","Merced, California","Merced, CA","Merced, California","West",94125,"https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",1,"Crime Data Explorer","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-05-01,"Meriden","Connecticut","Meriden, Connecticut","Meriden, CT","Meriden, Connecticut","Northeast",60054,"https://ct.beyond2020.com/ct_public/Dim/dimension.aspx",1,"State UCR","Open Source","May 2025",FALSE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Meridian","Idaho","Meridian, Idaho","Meridian, ID","Meridian, Idaho","West",135239,"https://nibrs.isp.idaho.gov/CrimeInIdaho/AdvancedSearch/AdvancedSearch",1,"State UCR","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Mesa","Arizona","Mesa, Arizona","Mesa, AZ","Mesa, Arizona","West",515848,"https://azcrimestatistics.azdps.gov/",1,"State UCR","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-03-01,"Mesquite","Texas","Mesquite, Texas","Mesquite, TX","Mesquite, Texas","South",147926,"https://txucr.nibrs.com/SRSReport/CrimeTrends",1,"State UCR","Open Source","March 2025",FALSE,"2025-08-27 14:02:08 EDT"
2025-04-01,"Methuen","Massachusetts","Methuen, Massachusetts","Methuen, MA","Methuen, Massachusetts","Northeast",53558,"https://www.mass.gov/crime-statistics",1,"State UCR","Provided by State UCR Program","April 2025",FALSE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Miami Beach","Florida","Miami Beach, Florida","Miami Beach, FL","Miami Beach, Florida","South",78824,"https://www.miamibeachfl.gov/yourmbpd/monthlycrimesdatareport/",1,"Agency Aggregated","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Miami","Florida","Miami, Florida","Miami, FL","Miami, Florida","South",452929,"https://www.miami-police.org/Records-Data_Download_Files.html",1,"Agency RMS","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Middletown","Ohio","Middletown, Ohio","Middletown, OH","Middletown, Ohio","Midwest",51328,"https://ocjs.ohio.gov/",1,"State UCR","Provided by State UCR Program","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Midland","Texas","Midland, Texas","Midland, TX","Midland, Texas","South",135253,"https://txucr.nibrs.com/SRSReport/CrimeTrends",1,"State UCR","Open Source","June 2025",FALSE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Midwest City","Oklahoma","Midwest City, Oklahoma","Midwest City, OK","Midwest City, Oklahoma","South",57696,"https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",1,"Crime Data Explorer","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Milford","Connecticut","Milford, Connecticut","Milford, CT","Milford, Connecticut","Northeast",53011,"https://ct.beyond2020.com/ct_public/Dim/dimension.aspx",1,"State UCR","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Millcreek","Pennsylvania","Millcreek, Pennsylvania","Millcreek, PA","Millcreek, Pennsylvania","Northeast",53119,"https://www.ucr.pa.gov/PAUCRSPUBLIC/SRSReport/CrimeTrends",1,"State UCR","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-05-01,"Milpitas","California","Milpitas, California","Milpitas, CA","Milpitas, California","West",76573,"https://www.milpitas.gov/1107/Crime-and-Incident-Data",1,"Agency Aggregated","Open Source","May 2025",FALSE,"2025-08-27 14:02:08 EDT"
2025-05-01,"Milwaukee","Wisconsin","Milwaukee, Wisconsin","Milwaukee, WI","Milwaukee, Wisconsin","Midwest",558698,"https://data.milwaukee.gov/dataset/wibr",1,"Agency RMS","Open Source","May 2025",FALSE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Minneapolis","Minnesota","Minneapolis, Minnesota","Minneapolis, MN","Minneapolis, Minnesota","Midwest",422341,"https://cde.state.mn.us/",1,"State UCR","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Minnetonka","Minnesota","Minnetonka, Minnesota","Minnetonka, MN","Minnetonka, Minnesota","Midwest",51791,"https://cde.state.mn.us/",1,"State UCR","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Mission Viejo","California","Mission Viejo, California","Mission Viejo, CA","Mission Viejo, California","West",90944,"https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",1,"Crime Data Explorer","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-03-01,"Mission","Texas","Mission, Texas","Mission, TX","Mission, Texas","South",87031,"https://txucr.nibrs.com/SRSReport/CrimeTrends",1,"State UCR","Open Source","March 2025",FALSE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Missoula","Montana","Missoula, Montana","Missoula, MT","Missoula, Montana","West",78269,"https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",1,"Crime Data Explorer","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Missouri City","Texas","Missouri City, Texas","Missouri City, TX","Missouri City, Texas","South",77560,"https://txucr.nibrs.com/SRSReport/CrimeTrends",1,"State UCR","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Mobile","Alabama","Mobile, Alabama","Mobile, AL","Mobile, Alabama","South",237469,"https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",1,"Crime Data Explorer","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Monterey Park","California","Monterey Park, California","Monterey Park, CA","Monterey Park, California","West",57419,"https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",1,"Crime Data Explorer","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Monterey County","California","Monterey County, California","Monterey County, CA","Monterey County, California","West",103695,"https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",1,"Crime Data Explorer","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Montgomery County","Maryland","Montgomery County, Maryland","Montgomery County, MD","Montgomery County, Maryland","South",896963,"https://data.montgomerycountymd.gov/Public-Safety/Crime/icn6-v9z3/explore/query/SELECT%0A%20%20%60incident_id%60%2C%0A%20%20%60offence_code%60%2C%0A%20%20%60case_number%60%2C%0A%20%20%60date%60%2C%0A%20%20%60start_date%60%2C%0A%20%20%60end_date%60%2C%0A%20%20%60nibrs_code%60%2C%0A%20%20%60victims%60%2C%0A%20%20%60crimename1%60%2C%0A%20%20%60crimename2%60%2C%0A%20%20%60crimename3%60%2C%0A%20%20%60district%60%2C%0A%20%20%60location%60%2C%0A%20%20%60city%60%2C%0A%20%20%60state%60%2C%0A%20%20%60zip_code%60%2C%0A%20%20%60agency%60%2C%0A%20%20%60place%60%2C%0A%20%20%60sector%60%2C%0A%20%20%60beat%60%2C%0A%20%20%60pra%60%2C%0A%20%20%60address_number%60%2C%0A%20%20%60street_prefix_dir%60%2C%0A%20%20%60address_street%60%2C%0A%20%20%60street_suffix_dir%60%2C%0A%20%20%60street_type%60%2C%0A%20%20%60latitude%60%2C%0A%20%20%60longitude%60%2C%0A%20%20%60police_district_number%60%2C%0A%20%20%60geolocation%60%0AORDER%20BY%20%60start_date%60%20DESC%20NULL%20FIRST/page/filter",1,"Agency RMS","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Montgomery County","Texas","Montgomery County, Texas","Montgomery County, TX","Montgomery County, Texas","South",565355,"https://txucr.nibrs.com/SRSReport/CrimeTrends",1,"State UCR","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Moore","Oklahoma","Moore, Oklahoma","Moore, OK","Moore, Oklahoma","South",63311,"https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",1,"Crime Data Explorer","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Mooresville","North Carolina","Mooresville, North Carolina","Mooresville, NC","Mooresville, North Carolina","South",53767,"From NC",1,"State UCR","Provided by State UCR Program","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Mount Pleasant","South Carolina","Mount Pleasant, South Carolina","Mount Pleasant, SC","Mount Pleasant, South Carolina","South",96320,"https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",1,"Crime Data Explorer","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
